hek293	hela	k562
ENSG00000196998	1.99641371159251	2.75906318816049	NA
ENSG00000114742	2.11025391687738	2.73239375982297	NA
ENSG00000196363	1.95676863567143	2.43328968519503	2.11836311441504
ENSG00000103091	2.37824720618451	2.26670196688409	NA
ENSG00000126870	2.2330511118321	2.20951501454263	NA
ENSG00000140395	2.47089485347025	2.85733249643127	NA
ENSG00000075702	2.08227029160346	2.29402509409532	NA
ENSG00000162643	2.1244220225857	NA	NA
ENSG00000091157	1.80669641302397	2.65667304588485	NA
ENSG00000177082	1.66342363099658	2.29402509409532	NA
ENSG00000133316	1.59841216918378	2.44746813094976	NA
ENSG00000116455	2.55776164392053	2.75769962508774	2.04630465599244
ENSG00000164091	1.71181187406121	2.27369558793009	1.89310348678904
ENSG00000140006	1.20672171818691	2.1981069988734	1.796772156715
ENSG00000105875	2.04052257943889	2.2405492482826	NA
ENSG00000243667	2.04459922017686	2.228400358703	1.91992027006419
ENSG00000156795	1.83560491808049	2.38021124171161	NA
ENSG00000166483	1.12294047632055	2.12450422483428	NA
ENSG00000109685	2.14732012771365	NA	NA
ENSG00000147548	1.89384868441628	2.26670196688409	NA
ENSG00000115935	1.93510146157971	2.74382322160375	NA
ENSG00000171475	1.69020979019458	2.33081946649584	NA
ENSG00000157954	2.12140690710984	2.64502906472114	NA
ENSG00000060237	2.15556587105813	2.71011736511182	NA
ENSG00000196632	1.88212591753116	NA	NA
ENSG00000126562	1.98753231743796	2.30835094858673	NA
ENSG00000169884	1.93077678591829	2.62940959910272	1.96614425632635
ENSG00000085741	1.43761483399882	2.1981069988734	NA
ENSG00000114251	1.55384683897182	2.30835094858673	NA
ENSG00000111186	1.4815318493946	NA	NA
ENSG00000188064	1.57555797998157	2.2464985807958	NA
ENSG00000141499	1.91315720056071	2.64620761220669	NA
ENSG00000165392	2.24945196374311	2.18127177155946	1.9348756779123
ENSG00000124535	2.09893538600792	2.6232492903979	1.86857162076398
ENSG00000176871	2.01502451510335	3.04929556833272	NA
ENSG00000146457	1.42458687648167	2.17084820364331	NA
ENSG00000142279	1.86747642251259	NA	1.66197370545465
ENSG00000113645	1.84936981317917	2.40243334621931	NA
ENSG00000186153	2.02022719266931	NA	NA
ENSG00000123124	1.8934425257569	2.26670196688409	NA
ENSG00000198373	2.0281930948113	NA	NA
ENSG00000076924	1.96218796930974	2.5910646070265	2.24728557314373
ENSG00000101966	1.79167082543397	2.1981069988734	NA
ENSG00000136936	1.72160267550127	2.22219604630172	1.76881454320977
ENSG00000154767	1.90999520433981	2.31597034545692	NA
ENSG00000108039	2.24813868434748	2.90848501887865	NA
ENSG00000196236	2.06744719552601	2.73575853744374	NA
ENSG00000132953	2.10641722755167	2.38021124171161	1.87297351121409
ENSG00000124571	2.34947582738246	2.75035408876271	NA
ENSG00000169180	2.11676777225272	2.48657215051836	NA
ENSG00000130227	2.28140730507881	2.81637388875236	NA
ENSG00000184575	2.28659891002634	2.81517913013942	NA
ENSG00000143324	2.20009146414257	2.71011736511182	NA
ENSG00000073050	2.0739219332792	2.6330642726915	2.00671349599894
ENSG00000196419	2.28247152795111	3.14736710779379	NA
ENSG00000088930	2.33728068114744	2.78887511577542	1.94218809643588
ENSG00000093217	2.10576665069193	2.22219604630172	NA
ENSG00000015532	1.56896077218702	2.25382243870807	NA
ENSG00000015153	1.99474323494999	NA	NA
ENSG00000137693	2.11830000667786	2.62076048999421	NA
ENSG00000139131	1.65027765337676	2.41363499719856	1.78199225434973
ENSG00000161179	1.46677005831869	2.72115084374968	NA
ENSG00000163872	1.85998260286797	2.30835094858673	NA
ENSG00000127337	1.65936402561072	2.1981069988734	1.90426298077584
ENSG00000176105	2.17892095751235	2.79643555881017	NA
ENSG00000174851	2.17397527090242	3.06707085604537	NA
ENSG00000137207	1.91939058512072	2.98227123303957	NA
ENSG00000145817	1.86370922949656	2.35449260058944	NA
ENSG00000181704	2.20508844944237	2.52943035436699	NA
ENSG00000106636	2.06658499582465	2.74803289413014	NA
ENSG00000119596	2.24879987050788	NA	NA
ENSG00000136758	2.31923258035015	NA	NA
ENSG00000047188	2.36622789285126	2.29402509409532	NA
ENSG00000149658	1.47559658864877	2.15472820744016	1.95924980293957
ENSG00000185728	1.48781873339232	2.17609125905568	NA
ENSG00000166913	2.36258950922868	2.9948448495534	2.0506341270857
ENSG00000170027	1.79122015463804	2.34635297445064	1.95379799376573
ENSG00000128245	1.61864002204386	2.33081946649584	2.09638519328781
ENSG00000134308	2.4266293734142	3.15836249209525	2.12186450241156
ENSG00000164924	2.30539616042933	3.04929556833272	NA
ENSG00000100811	1.79455546482203	2.38021124171161	NA
ENSG00000230797	2.14917037849359	2.85733249643127	1.62136894389716
ENSG00000180011	1.7420902748788	2.25959387888595	NA
ENSG00000126804	1.46394051791796	2.13987908640124	1.93396977454473
ENSG00000205189	1.34388894282802	2.13417710757677	NA
ENSG00000066422	1.62856269183335	2.14550717140966	NA
ENSG00000116809	1.46611117632394	2.20466251174822	NA
ENSG00000181472	1.16765797854005	2.23451728351269	1.99320450909466
ENSG00000089775	1.18567619445951	2.22219604630172	NA
ENSG00000177125	1.25699687348443	NA	1.99860747359428
ENSG00000174282	1.37885960899041	2.16554107672237	1.57575394583078
ENSG00000184677	1.91505869855603	2.2405492482826	2.08231927214772
ENSG00000169155	1.10887791939163	2.13033376849501	NA
ENSG00000119574	1.10852071026698	2.228400358703	NA
ENSG00000168795	1.03441215840943	2.11058971029925	1.64028506334093
ENSG00000178951	1.02370311779634	2.16016829295851	1.53096524415228
ENSG00000135482	0.936690359434646	2.11058971029925	NA
ENSG00000058673	1.8859225985218	2.3392526340327	NA
ENSG00000123200	1.94352011899525	2.33081946649584	NA
ENSG00000100722	2.21890474162834	2.52633927738984	NA
ENSG00000065548	2.112124687942	2.30835094858673	1.83530573062741
ENSG00000158545	2.10986215740998	2.41363499719856	NA
ENSG00000014164	1.70169796931647	2.30059548388996	2.15094955114237
ENSG00000130749	1.22998540896805	NA	NA
ENSG00000122299	2.03948192803742	2.34635297445064	NA
ENSG00000100403	2.14150395786847	2.74616696437729	2.22100232788878
ENSG00000105939	1.87864313016903	2.3392526340327	NA
ENSG00000091732	1.83402409196277	2.38021124171161	NA
ENSG00000155329	1.73236473307198	2.17084820364331	NA
ENSG00000174460	2.298179833481	NA	NA
ENSG00000165424	1.78425782886447	2.30059548388996	1.98291643791976
ENSG00000247315	1.01566647093999	2.13417710757677	1.64455752215803
ENSG00000168228	1.97477648767079	NA	NA
ENSG00000083223	1.60334097914731	2.20951501454263	NA
ENSG00000147905	1.72480548774549	2.22219604630172	NA
ENSG00000033030	1.67966545326033	2.17609125905568	NA
ENSG00000139168	2.41079823678973	3.05941193743866	NA
ENSG00000177054	2.18420473967203	2.45939248775923	NA
ENSG00000175048	1.88729656745118	2.25382243870807	NA
ENSG00000186908	2.04910245285838	2.21590181320403	NA
ENSG00000104219	2.55266916274087	3.15836249209525	NA
ENSG00000174165	1.74579634081086	2.83619748077893	NA
ENSG00000136247	2.03512557675223	2.82736927305383	NA
ENSG00000156599	1.68001733160416	2.4848690327204	1.93807105524765
ENSG00000023041	2.01621708070457	2.38021124171161	1.66926370283874
ENSG00000148516	1.60388236510684	2.20466251174822	NA
ENSG00000169554	1.53881495507853	2.16554107672237	NA
ENSG00000160445	2.12848821435214	2.64266233144204	NA
ENSG00000104231	1.85398580658629	2.38021124171161	NA
ENSG00000158552	1.84482274594129	2.29402509409532	NA
ENSG00000107372	1.44397544469724	2.16554107672237	NA
ENSG00000086666	2.08806694798241	2.39724458101039	NA
ENSG00000066827	1.6509532680564	2.23451728351269	NA
ENSG00000128016	1.0427756158821	2.20951501454263	1.49654317979216
ENSG00000020256	1.58298111242733	2.25382243870807	NA
ENSG00000162300	1.65254218983121	2.57333584006607	NA
ENSG00000056097	2.07601105462847	2.72802895442052	NA
ENSG00000005889	1.25153562521937	2.17609125905568	NA
ENSG00000165861	1.44265217797225	2.14550717140966	NA
ENSG00000039319	2.37481702113895	2.28735377271475	NA
ENSG00000166140	2.09270870421417	2.35449260058944	NA
ENSG00000100711	1.68487126704751	2.18639121569549	NA
ENSG00000072121	1.74339887488234	2.30835094858673	NA
ENSG00000155256	1.75152488268786	2.19312459835446	NA
ENSG00000159733	1.82444334699726	2.2405492482826	NA
ENSG00000197114	1.96219345196386	2.25382243870807	NA
ENSG00000165156	1.94955378828112	2.27369558793009	NA
ENSG00000178764	1.31356238228775	2.17609125905568	NA
ENSG00000174306	1.79907165965679	2.23451728351269	NA
ENSG00000106261	1.77727064637041	2.21590181320403	NA
ENSG00000189298	1.48524107848738	2.20951501454263	1.74339570063691
ENSG00000187626	0.835352102125284	2.10653085382238	1.6511626303382
ENSG00000100319	2.25262934738324	2.48911436937892	2.26578605351796
ENSG00000108175	1.60678788168446	2.25959387888595	1.89970993642077
ENSG00000122515	2.63768834782894	2.30059548388996	NA
ENSG00000121741	2.07442014137636	2.2464985807958	NA
ENSG00000147130	2.15096525848607	2.5910646070265	2.20628246911186
ENSG00000015171	2.0001840084418	2.55630250076729	NA
ENSG00000101040	1.53312478940186	2.20951501454263	NA
ENSG00000181896	1.1181943244949	2.19312459835446	NA
ENSG00000164631	0.921536781725522	2.12450422483428	NA
ENSG00000197961	1.43219215437007	2.12450422483428	1.90532423487197
ENSG00000196646	1.05985609439121	NA	NA
ENSG00000115568	1.24188799574193	NA	NA
ENSG00000166478	1.76484585755592	2.27369558793009	NA
ENSG00000167635	1.73587800485496	2.15472820744016	1.8486742758739
ENSG00000103343	1.20375699378174	2.11461098423217	NA
ENSG00000154957	1.29530678748854	2.16554107672237	NA
ENSG00000096654	0.979085099214118	2.11461098423217	1.66664464499048
ENSG00000147394	2.06962054612586	NA	NA
ENSG00000136870	1.3606996236739	2.12450422483428	NA
ENSG00000005801	1.54222443936504	2.16554107672237	NA
ENSG00000085644	1.49960133131975	2.46746010950726	NA
ENSG00000171940	0.918808147650229	2.10653085382238	1.54883835500064
ENSG00000165804	1.77448533017841	2.79225157190326	NA
ENSG00000130856	1.45214120035865	2.26670196688409	NA
ENSG00000172466	1.48918663335283	2.13987908640124	NA
ENSG00000175395	1.94517645735243	NA	NA
ENSG00000196150	1.4528627765585	2.14921911265538	NA
ENSG00000198393	1.37941316537486	2.19312459835446	NA
ENSG00000254004	1.45598934082795	2.14550717140966	NA
ENSG00000006194	1.24006122594815	2.14921911265538	1.85521822913582
ENSG00000185947	1.01253181150899	2.10653085382238	NA
ENSG00000090612	1.08553304301582	2.15472820744016	NA
ENSG00000063587	1.4024322285941	NA	1.89488699987624
ENSG00000158805	1.80887417251686	2.20466251174822	NA
ENSG00000198839	1.81060386426854	2.18127177155946	NA
ENSG00000056277	1.45469989905403	2.1981069988734	1.81218739620319
ENSG00000137871	1.95360217571603	2.21590181320403	NA
ENSG00000162702	1.05853804031316	2.10653085382238	1.61380717144517
ENSG00000170265	1.48490408232423	2.18127177155946	NA
ENSG00000188994	1.45912003959343	NA	NA
ENSG00000166526	1.18564636514445	2.12057393120585	NA
ENSG00000168661	1.37460709595277	2.17609125905568	NA
ENSG00000171467	1.61778196226674	2.36361197989214	NA
ENSG00000162664	2.45700036622472	2.78929861115944	NA
ENSG00000109445	1.88361770162839	2.18127177155946	NA
ENSG00000130844	1.85442441279465	2.14921911265538	NA
ENSG00000198026	1.60911671413736	2.3392526340327	1.97882819664094
ENSG00000189180	2.09832689251439	2.23451728351269	NA
ENSG00000196378	1.25984123610611	2.28735377271475	1.8148487574702
ENSG00000113761	2.01130561347775	2.2405492482826	NA
ENSG00000198816	1.7786174221	2.9507541815935	2.02509240309542
ENSG00000165244	0.812222731218352	2.17084820364331	1.48077430407267
ENSG00000126746	1.61901638839384	NA	NA
ENSG00000161642	1.9176407425631	2.73239375982297	NA
ENSG00000186918	1.77051525600306	2.26670196688409	NA
ENSG00000186812	1.43790569442124	2.20951501454263	NA
ENSG00000197024	1.2893455288246	2.11461098423217	NA
ENSG00000215421	1.30459950089099	2.18639121569549	NA
ENSG00000133250	1.51437655351055	2.22219604630172	1.96465249201574
ENSG00000130818	1.01308632012487	2.13987908640124	1.86991074664767
ENSG00000131116	2.07871363173789	3.15836249209525	1.92796888184927
ENSG00000256087	1.23765673872297	2.11058971029925	NA
ENSG00000083838	1.47402331407243	2.19312459835446	NA
ENSG00000112200	1.71804263873133	2.22219604630172	NA
ENSG00000148143	1.41359573386369	2.25959387888595	NA
ENSG00000173258	1.20927302916599	3.06280753317216	NA
ENSG00000165655	0.725961548895725	2.12057393120585	NA
ENSG00000168813	1.34344938974435	2.13987908640124	NA
ENSG00000198546	1.74041135015497	2.82503644122135	NA
ENSG00000243943	2.09559632421045	2.45939248775923	NA
ENSG00000163795	1.23643165860448	2.14921911265538	NA
ENSG00000101493	1.60219371524454	NA	NA
ENSG00000189042	1.04156517080556	2.10653085382238	NA
ENSG00000105732	0.675101102967153	2.12450422483428	NA
ENSG00000218891	1.21882383939139	2.27369558793009	NA
ENSG00000171425	0.893708638829809	2.13417710757677	2.33189063701161
ENSG00000166716	1.50681274839521	2.27369558793009	NA
ENSG00000168916	1.40386729522876	NA	NA
ENSG00000180357	1.69502484086357	2.39515159150454	1.98654816869124
ENSG00000197619	1.0995633173975	2.0920184707528	NA
ENSG00000204611	1.0997197620607	2.12450422483428	1.46301807940795
ENSG00000157657	1.73535155659808	2.17609125905568	NA
ENSG00000102870	1.23979145624871	NA	1.79243210443588
ENSG00000122482	1.43524361480385	2.14550717140966	NA
ENSG00000167395	0.99395853212545	2.11461098423217	NA
ENSG00000197343	1.84127360631505	NA	NA
ENSG00000179195	2.34089980585388	2.80222623769107	NA
ENSG00000198046	1.59771035837652	NA	NA
ENSG00000167394	0.975021498690821	2.17084820364331	NA
ENSG00000171161	1.44602972147759	2.14921911265538	1.95090954478176
ENSG00000143373	1.26334351960625	2.18639121569549	NA
ENSG00000229809	1.4252083566813	2.56205482965638	NA
ENSG00000185730	1.23950382368627	2.17084820364331	NA
ENSG00000183779	0.741285140166131	2.23451728351269	NA
ENSG00000120963	2.17170099069065	2.55630250076729	NA
ENSG00000147180	1.89731859454144	NA	1.84673422473373
ENSG00000139651	1.57768538508125	2.18127177155946	NA
ENSG00000181220	1.09127398435222	2.16554107672237	NA
ENSG00000065029	2.33101954137423	2.58433122436753	NA
ENSG00000169957	1.36211476614631	2.31597034545692	1.86639590530477
ENSG00000198146	1.68319816094039	2.13417710757677	1.6592311209591
ENSG00000179965	1.49528168465906	2.26670196688409	NA
ENSG00000152439	0.85664522030936	NA	1.91125391186355
ENSG00000179922	1.00145461319835	2.13987908640124	1.69618531071829
ENSG00000142409	1.28949800076437	2.3392526340327	2.02742296468976
ENSG00000278129	1.22738176731455	2.14921911265538	1.80722881032874
ENSG00000048405	1.18842064383739	2.14550717140966	NA
ENSG00000198783	0.935233803949153	2.11058971029925	1.66594200422522
ENSG00000167232	1.63432925723607	NA	NA
ENSG00000124201	1.18676791648556	2.16554107672237	NA
ENSG00000174276	0.958195787866921	2.20466251174822	1.67669056381175
ENSG00000117174	2.04636202633408	2.28735377271475	1.34693730568139
ENSG00000186187	1.83499951552307	2.3392526340327	NA
ENSG00000180233	1.91951452271585	2.25382243870807	NA
ENSG00000169249	1.6592955224881	2.2405492482826	NA
ENSG00000158691	1.06412569811979	NA	1.60514104002258
ENSG00000121413	2.03094340091054	NA	NA
ENSG00000166529	1.12638450449152	2.18639121569549	NA
ENSG00000153975	1.63972239397722	2.16554107672237	NA
ENSG00000086827	2.04054940996514	2.65494622658434	1.93478029657958
ENSG00000174442	2.50332447148214	2.80753502806885	NA
ENSG00000122952	2.05995110707164	2.72705301135386	NA
ENSG00000198455	1.18415203215039	2.16554107672237	NA
ENSG00000159840	2.01745778295256	3.02978947083186	NA
ENSG00000074755	1.88898422706221	2.30059548388996	NA
ENSG00000000003	NA	3.15836249209525	NA
ENSG00000000460	NA	2.28735377271475	NA
ENSG00000000971	NA	3.15836249209525	NA
ENSG00000001460	NA	2.228400358703	NA
ENSG00000001461	NA	2.68824179597771	NA
ENSG00000001617	NA	2.30835094858673	NA
ENSG00000002016	NA	2.17084820364331	NA
ENSG00000002746	NA	2.1981069988734	NA
ENSG00000003137	NA	2.18639121569549	NA
ENSG00000003393	NA	2.34635297445064	NA
ENSG00000003400	NA	2.31597034545692	NA
ENSG00000003402	NA	2.3392526340327	NA
ENSG00000003756	NA	2.1981069988734	NA
ENSG00000004455	NA	2.9582771255477	NA
ENSG00000004487	NA	2.8677031332701	2.17569956458379
ENSG00000004534	NA	2.45939248775923	NA
ENSG00000004766	NA	2.27369558793009	NA
ENSG00000004799	NA	2.14550717140966	NA
ENSG00000004838	NA	2.10653085382238	NA
ENSG00000005073	NA	2.17084820364331	NA
ENSG00000005189	NA	2.56561172490206	NA
ENSG00000005238	NA	2.12450422483428	NA
ENSG00000005436	NA	2.32345836684947	NA
ENSG00000005448	NA	3.15836249209525	NA
ENSG00000005483	NA	2.19312459835446	NA
ENSG00000005700	NA	2.30059548388996	NA
ENSG00000005884	NA	2.91073109804338	NA
ENSG00000006016	NA	2.2792105126014	NA
ENSG00000006327	NA	2.40959501939682	1.69570244881461
ENSG00000006432	NA	2.1981069988734	NA
ENSG00000006534	NA	2.579554960401	NA
ENSG00000006576	NA	2.66010622172324	NA
ENSG00000006611	NA	2.30835094858673	NA
ENSG00000006638	NA	2.69565675993619	2.17793775400962
ENSG00000006695	NA	2.30835094858673	2.10929073493879
ENSG00000006740	NA	2.26670196688409	NA
ENSG00000006757	NA	2.9582771255477	NA
ENSG00000007001	NA	2.68124123737559	NA
ENSG00000007038	NA	2.55630250076729	NA
ENSG00000007341	NA	2.74523098452814	NA
ENSG00000007516	NA	2.42553422049826	NA
ENSG00000007520	NA	2.77815125038364	2.24835439616817
ENSG00000007541	NA	2.56702636615906	NA
ENSG00000007545	NA	2.2464985807958	NA
ENSG00000007923	NA	2.68124123737559	NA
ENSG00000007944	NA	2.10243370568134	NA
ENSG00000007968	NA	2.16554107672237	1.81201617642676
ENSG00000008056	NA	3.15836249209525	NA
ENSG00000008086	NA	2.25959387888595	NA
ENSG00000008277	NA	2.18127177155946	NA
ENSG00000008283	NA	2.52943035436699	NA
ENSG00000008300	NA	2.2792105126014	NA
ENSG00000008323	NA	2.15472820744016	NA
ENSG00000008324	NA	2.1981069988734	1.99833212993177
ENSG00000008438	NA	2.13987908640124	NA
ENSG00000008441	NA	2.48657215051836	NA
ENSG00000008513	NA	2.14550717140966	NA
ENSG00000008517	NA	3.15836249209525	NA
ENSG00000008710	NA	2.33081946649584	NA
ENSG00000008838	NA	2.9887372752888	NA
ENSG00000008853	NA	2.36361197989214	NA
ENSG00000008869	NA	2.3982873053574	NA
ENSG00000008952	NA	2.38021124171161	NA
ENSG00000009413	NA	2.1981069988734	NA
ENSG00000009694	NA	2.78887511577542	NA
ENSG00000009780	NA	2.3392526340327	NA
ENSG00000010072	NA	2.18639121569549	NA
ENSG00000010165	NA	2.28735377271475	NA
ENSG00000010219	NA	2.41763773965223	NA
ENSG00000010244	NA	2.63002085111341	NA
ENSG00000010256	NA	3.15836249209525	NA
ENSG00000010318	NA	2.20951501454263	NA
ENSG00000010319	NA	2.21590181320403	NA
ENSG00000010539	NA	2.13033376849501	NA
ENSG00000010626	NA	2.26670196688409	NA
ENSG00000010704	NA	2.82464641471835	NA
ENSG00000010803	NA	2.30835094858673	NA
ENSG00000011114	NA	2.21590181320403	NA
ENSG00000011201	NA	2.75951675946219	NA
ENSG00000011275	NA	2.31597034545692	NA
ENSG00000011332	NA	2.26670196688409	NA
ENSG00000011347	NA	2.64443858946784	NA
ENSG00000011405	NA	2.6898414091375	NA
ENSG00000011485	NA	2.80631566980811	NA
ENSG00000011590	NA	2.08778141780954	NA
ENSG00000011677	NA	2.93651374247889	NA
ENSG00000012171	NA	2.36361197989214	NA
ENSG00000012174	NA	2.79601896934715	2.17254700247824
ENSG00000013275	NA	2.92890769024395	NA
ENSG00000013288	NA	3.15836249209525	NA
ENSG00000013306	NA	3.15836249209525	NA
ENSG00000013364	NA	3.03342375548695	NA
ENSG00000013561	NA	2.5613399414589	NA
ENSG00000013619	NA	2.29402509409532	NA
ENSG00000014123	NA	2.32345836684947	1.8348492985125
ENSG00000014641	NA	3.15836249209525	NA
ENSG00000014914	NA	2.20951501454263	NA
ENSG00000016082	NA	2.10653085382238	NA
ENSG00000017427	NA	2.23451728351269	NA
ENSG00000017483	NA	3.15836249209525	NA
ENSG00000018189	NA	2.30835094858673	NA
ENSG00000018408	NA	2.49498897368317	NA
ENSG00000018510	NA	2.74803289413014	NA
ENSG00000018699	NA	2.73719264270474	1.99450547008987
ENSG00000019549	NA	2.14550717140966	NA
ENSG00000019582	NA	2.25959387888595	NA
ENSG00000019991	NA	2.14921911265538	NA
ENSG00000019995	NA	2.23451728351269	1.7247616739413
ENSG00000020129	NA	2.57749179983723	1.85730202286259
ENSG00000020181	NA	2.48058178682917	NA
ENSG00000021826	NA	3.15836249209525	NA
ENSG00000022277	NA	2.93831954334216	NA
ENSG00000022840	NA	2.8342935124427	NA
ENSG00000022976	NA	2.25382243870807	NA
ENSG00000023191	NA	2.8950908969344	NA
ENSG00000023572	NA	2.70346334188329	1.64729763636854
ENSG00000023909	NA	2.53326351677871	NA
ENSG00000024422	NA	2.65494622658434	NA
ENSG00000024526	NA	2.27369558793009	NA
ENSG00000024862	NA	2.72705301135386	2.04940713615123
ENSG00000025156	NA	2.18639121569549	1.84099314821968
ENSG00000025293	NA	2.2405492482826	NA
ENSG00000025434	NA	2.58433122436753	NA
ENSG00000025708	NA	2.30835094858673	NA
ENSG00000025800	NA	2.64796945836297	2.06551768632378
ENSG00000026297	NA	3.15836249209525	NA
ENSG00000027869	NA	2.4983105537896	2.02282078738415
ENSG00000028203	NA	2.38021124171161	NA
ENSG00000029153	NA	2.26670196688409	NA
ENSG00000029364	NA	2.81438079446994	NA
ENSG00000029534	NA	2.72948876917956	NA
ENSG00000029993	NA	2.60227708430019	NA
ENSG00000030419	NA	2.14550717140966	NA
ENSG00000031003	NA	2.33081946649584	NA
ENSG00000031081	NA	2.2792105126014	NA
ENSG00000031698	NA	2.73623709890473	2.15754882394179
ENSG00000033100	NA	2.45117215751254	NA
ENSG00000033867	NA	2.28735377271475	NA
ENSG00000034533	NA	2.18127177155946	NA
ENSG00000034677	NA	2.10653085382238	NA
ENSG00000035141	NA	2.71717102683231	2.05276216605023
ENSG00000035664	NA	2.2792105126014	NA
ENSG00000035928	NA	2.71516735784846	NA
ENSG00000036054	NA	2.30835094858673	NA
ENSG00000036257	NA	2.33081946649584	NA
ENSG00000036549	NA	2.21590181320403	NA
ENSG00000037474	NA	2.6144753660904	NA
ENSG00000037749	NA	2.25382243870807	NA
ENSG00000038219	NA	2.28735377271475	NA
ENSG00000038274	NA	2.58433122436753	1.96042982186562
ENSG00000038295	NA	2.20951501454263	NA
ENSG00000038358	NA	2.81796180453199	NA
ENSG00000039123	NA	2.70603466071435	NA
ENSG00000039560	NA	2.7044936970093	NA
ENSG00000040199	NA	2.2792105126014	NA
ENSG00000040275	NA	2.32345836684947	NA
ENSG00000040487	NA	2.25959387888595	2.13830920691406
ENSG00000040531	NA	2.48315920971698	NA
ENSG00000040933	NA	2.228400358703	NA
ENSG00000041353	NA	2.2405492482826	NA
ENSG00000041515	NA	2.18127177155946	NA
ENSG00000041988	NA	2.54381980514266	2.05337421700088
ENSG00000042062	NA	2.11058971029925	NA
ENSG00000042493	NA	3.15836249209525	NA
ENSG00000043093	NA	2.19312459835446	NA
ENSG00000043143	NA	2.2405492482826	NA
ENSG00000043355	NA	2.17084820364331	NA
ENSG00000043514	NA	2.28735377271475	NA
ENSG00000044115	NA	3.05621858127231	NA
ENSG00000047346	NA	2.16016829295851	NA
ENSG00000047410	NA	2.55630250076729	NA
ENSG00000047597	NA	2.61066016308988	2.03128026815683
ENSG00000047621	NA	2.51613857671707	NA
ENSG00000047644	NA	3.06145247908719	1.77015458228339
ENSG00000048140	NA	2.79643555881017	NA
ENSG00000048471	NA	2.30835094858673	NA
ENSG00000048649	NA	2.228400358703	NA
ENSG00000048707	NA	2.41763773965223	NA
ENSG00000048991	NA	2.81237851115419	NA
ENSG00000049130	NA	2.26670196688409	NA
ENSG00000049167	NA	2.4983105537896	NA
ENSG00000049192	NA	2.17609125905568	NA
ENSG00000049245	NA	2.75906318816049	2.10701234171003
ENSG00000049246	NA	2.33081946649584	NA
ENSG00000049323	NA	3.15836249209525	NA
ENSG00000049656	NA	3.15836249209525	NA
ENSG00000049860	NA	3.15836249209525	NA
ENSG00000049883	NA	2.23451728351269	NA
ENSG00000050130	NA	2.61320735210376	NA
ENSG00000050165	NA	2.76447502743441	NA
ENSG00000050344	NA	2.3392526340327	NA
ENSG00000050393	NA	2.76222828428647	NA
ENSG00000050555	NA	2.57194163507446	NA
ENSG00000051180	NA	2.49248101012888	NA
ENSG00000051341	NA	2.20466251174822	NA
ENSG00000051825	NA	2.32345836684947	NA
ENSG00000052723	NA	2.48657215051836	NA
ENSG00000052802	NA	2.18127177155946	NA
ENSG00000052850	NA	2.1981069988734	NA
ENSG00000053254	NA	2.30059548388996	NA
ENSG00000053371	NA	3.15836249209525	2.04124283054792
ENSG00000053372	NA	2.52943035436699	2.0738585998878
ENSG00000053438	NA	2.16016829295851	NA
ENSG00000053702	NA	2.16016829295851	NA
ENSG00000053770	NA	2.39515159150454	NA
ENSG00000054116	NA	2.50078517291746	NA
ENSG00000054118	NA	2.64914006414422	NA
ENSG00000054277	NA	2.44090908206522	NA
ENSG00000054282	NA	2.26670196688409	NA
ENSG00000054392	NA	2.80631566980811	NA
ENSG00000054523	NA	2.48742121135947	NA
ENSG00000054690	NA	2.26670196688409	NA
ENSG00000054967	NA	2.18127177155946	NA
ENSG00000055044	NA	2.6144753660904	NA
ENSG00000055147	NA	2.36361197989214	NA
ENSG00000055163	NA	2.92427928606188	NA
ENSG00000055208	NA	2.22219604630172	NA
ENSG00000055211	NA	2.6330642726915	1.9745523237178
ENSG00000055609	NA	2.26670196688409	NA
ENSG00000056050	NA	2.2405492482826	2.00907979407205
ENSG00000056736	NA	2.70294724618156	1.81047964580794
ENSG00000056998	NA	2.71966268301805	NA
ENSG00000057019	NA	2.72509452108147	NA
ENSG00000057757	NA	2.54307423503353	2.213491067274
ENSG00000057935	NA	2.49582175338591	NA
ENSG00000058056	NA	2.52166101511207	NA
ENSG00000058063	NA	2.38021124171161	NA
ENSG00000058091	NA	2.73671513360561	NA
ENSG00000058453	NA	2.30835094858673	NA
ENSG00000058729	NA	2.20466251174822	NA
ENSG00000058799	NA	2.73431968085901	NA
ENSG00000058804	NA	2.83122969386706	2.1123241703321
ENSG00000059145	NA	2.20466251174822	NA
ENSG00000059588	NA	2.72263392253381	NA
ENSG00000059691	NA	2.77815125038364	NA
ENSG00000059728	NA	2.12450422483428	1.62549210764157
ENSG00000059758	NA	2.20466251174822	NA
ENSG00000059769	NA	2.34635297445064	NA
ENSG00000060138	NA	3.03342375548695	NA
ENSG00000060339	NA	2.64914006414422	NA
ENSG00000060642	NA	2.2464985807958	NA
ENSG00000060656	NA	2.53478735862949	NA
ENSG00000060688	NA	2.70243053644553	NA
ENSG00000060718	NA	2.36361197989214	NA
ENSG00000060762	NA	2.35449260058944	2.14705508881537
ENSG00000061656	NA	2.18127177155946	NA
ENSG00000061936	NA	2.30059548388996	NA
ENSG00000062282	NA	2.64325522502477	NA
ENSG00000062370	NA	2.12057393120585	NA
ENSG00000062650	NA	2.28735377271475	1.82625331867762
ENSG00000062716	NA	2.75769962508774	NA
ENSG00000063438	NA	2.53478735862949	NA
ENSG00000063978	NA	2.17084820364331	NA
ENSG00000064102	NA	2.77815125038364	1.97983654722689
