EnsemblGeneID,GeneName,UniProtID,UniProtID_T,K,k,T50,ProteinHalfLife
ENSG00000116584,ARHGEF2,Q92974,Q92974-3;Q92974-2;Q92974,0.035548277,0.01316,19.49875601,1.721569572
ENSG00000117408,IPO13,O94829,O94829,0.0204,0.005793289,33.97780297,2.07790025
ENSG00000001084,GCLC,P48506,P48506,0.027596377,0.00686,25.11732577,2.004501346
ENSG00000130177,CDC16,Q13042,Q13042-3;Q13042-2;Q13042;Q13042-4,0.044690939,0.02007,15.50979239,1.538278089
ENSG00000056050,C4orf27,Q9NWY4,Q9NWY4;A8MVJ9,0.038695736,0.014469527,17.91275341,1.680371139
ENSG00000213551,DNAJC9,Q8WXX5,Q8WXX5,0.037128964,0.014616648,18.66863757,1.675977671
ENSG00000164163,ABCE1,P61221,P61221,0.036091827,0.009979289,19.20510076,1.841725881
ENSG00000112130,RNF8,O76064,O76064-3;O76064,0.307,0.28147,2.257808406,0.391393348
ENSG00000198793,MTOR,P42345,P42345,0.027696209,0.006374135,25.02678895,2.036404188
ENSG00000134987,WDR36,Q8NI36,Q8NI36,0.045283772,0.019261833,15.30674569,1.556127854
ENSG00000213639,PPP1CB,P62140,P62140,0.043549742,0.01765778,15.91621796,1.593889356
ENSG00000183010,PYCR1,P32322,P32322;P32322-3;P32322-2,0.029799832,0.00722,23.26010347,1.982288263
ENSG00000164237,CMBL,Q96DG6,Q96DG6,0.018029975,0.00166,38.44415641,2.620717373
ENSG00000164219,PGGT1B,P53609,P53609;P53609-2,0.0366,0.01036,18.93844756,1.825465706
ENSG00000112701,SENP6,Q9GZR1,Q9GZR1-2;Q9GZR1,0.088647166,0.062618825,7.819169113,1.044120549
ENSG00000100983,GSS,P48637,P48637;P48637-2,0.021271577,0.006793173,32.58560338,2.008752783
ENSG00000108651,UTP6,Q9NYH9,Q9NYH9,0.084282857,0.058035107,8.224058895,1.077134675
ENSG00000005448,WDR54,Q9H977,Q9H977,0.0943,0.06877,7.350447302,1.003426437
ENSG00000135045,C9orf40,Q8IXQ3,Q8IXQ3,0.0683,0.04556,10.1485678,1.182241746
ENSG00000079246,XRCC5,P13010,P13010,0.032433008,0.006761479,21.37165887,2.010783749
ENSG00000023228,NDUFS1,P28331,P28331-4;P28331;P28331-2;P28331-3;P28331-5,0.141301097,0.116763844,4.905462134,0.773517078
ENSG00000168884,TNIP2,Q8NFZ5,Q8NFZ5,0.217,0.19452,3.194226639,0.5518612
ENSG00000188064,WNT7B,P56706,P56706,0.237,0.21426,2.924671648,0.509884361
ENSG00000122550,KLHL7,Q8IXQ5,Q8IXQ5-5;Q8IXQ5-2;Q8IXQ5,0.0701,0.04386,9.887976898,1.198756834
ENSG00000183337,BCOR,Q6W2J9,Q6W2J9-4;Q6W2J9-2;Q6W2J9;Q6W2J9-3,0.237145525,0.210341287,2.922876916,0.517900933
ENSG00000066651,TRMT11,Q7Z4G4,Q7Z4G4-2;Q7Z4G4,0.03073825,0.004839752,22.54998854,2.156002348
ENSG00000090581,GNPTG,Q9UJJ9,Q9UJJ9,0.127475488,0.10499024,5.437493845,0.819676534
ENSG00000091073,DTX2,Q86UW9,Q86UW9-2;Q86UW9,0.060255456,0.033120773,11.50347578,1.320724998
ENSG00000182810,DDX28,Q9NUL7,Q9NUL7,0.043461707,0.02146,15.94845725,1.509195743
ENSG00000141448,GATA6,Q92908,Q92908;Q92908-2,0.159,0.13347,4.35941623,0.715441801
ENSG00000104408,EIF3E,P60228,P60228,0.041399275,0.016528811,16.74297858,1.622583842
ENSG00000145386,CCNA2,P20248,P20248,0.255,0.23252,2.718224237,0.474365147
ENSG00000085832,EPS15,P42566,P42566;P42566-2,0.029646585,0.00762,23.38033812,1.95887049
ENSG00000166949,SMAD3,P84022,P84022,0.0779,0.05516,8.897909892,1.099201203
ENSG00000197694,SPTAN1,Q13813,Q13813-3,0.030848015,0.011409785,22.4697502,1.78354799
ENSG00000107290,SETX,Q7Z333,Q7Z333-3;Q7Z333;Q7Z333-4,0.103,0.07676,6.729584277,0.955690495
ENSG00000110514,MADD,Q8WXG6,Q8WXG6-6;Q8WXG6-8;Q8WXG6-5;Q8WXG6-4,0.032342851,0.02796,21.43123326,1.394288294
ENSG00000104643,MTMR9,Q96QG7,Q96QG7-2;Q96QG7,0.0261,0.00057,26.55736324,3.084950605
ENSG00000130830,MPP1,Q00013,Q00013-2;Q00013-3;Q00013,0.0458,0.02027,15.13421792,1.533971712
ENSG00000130766,SESN2,P58004,P58004,0.105193156,0.08090243,6.589280226,0.932863894
ENSG00000177463,NR2C2,P49116,P49116;P49116-2,0.050247985,0.026222975,13.79452689,1.422143506
ENSG00000132763,MMACHC,Q9Y4U1,Q9Y4U1,0.0605,0.03612,11.45697819,1.283077719
ENSG00000075785,RAB7A,P51149,P51149,0.027198346,0.00677,25.48490237,2.010236792
ENSG00000165525,NEMF,O60524,O60524-4;O60524-5;O60524-3;O60524;O60524-2,0.0354,0.013107105,19.58042883,1.723318684
ENSG00000139116,KIF21A,Q7Z4S6,Q7Z4S6-6;Q7Z4S6-5;Q7Z4S6-2;Q7Z4S6;Q7Z4S6-4;Q7Z4S6-3,0.038582768,0.012984575,17.96520087,1.727397706
ENSG00000151693,ASAP2,O43150,O43150-2,0.050304075,0.025988597,13.77914563,1.426042618
ENSG00000112335,SNX3,O60493,O60493;O60493-4;O60493-2,0.053195395,0.028867892,13.03021035,1.380410386
ENSG00000180198,RCC1,P18754,P18754-2;P18754,0.03029934,0.005697473,22.87664293,2.085143176
ENSG00000134324,LPIN1,Q14693,Q14693;Q14693-2;Q14693-4;Q14693-3;Q14693-5;Q14693-7;Q14693-6,0.063564141,0.034168995,10.90468889,1.307193259
ENSG00000183207,RUVBL2,Q9Y230,Q9Y230;Q9Y230-2,0.034799856,0.008911352,19.91810467,1.890881847
ENSG00000100299,ARSA,P15289,P15289-2;P15289,0.03830992,0.07226,18.09315116,0.981927504
ENSG00000111799,COL12A1,Q99715,Q99715-4;Q99715;Q99715-2,0.116,0.09352,5.975406729,0.869920963
ENSG00000166974,MAPRE2,Q15555,Q15555;Q15555-4;Q15555-5;Q15555-3;Q15555-2,0.043898178,0.019406525,15.78988509,1.552877692
ENSG00000114423,CBLB,Q13191,Q13191;Q13191-2;Q13191-3,0.0998,0.07402,6.945362531,0.97147638
ENSG00000165060,FXN,Q16595,Q16595;Q16595-2;Q16595-3,0.027540879,0.016376483,25.16793992,1.626604819
ENSG00000163513,TGFBR2,P37173,P37173;P37173-2,0.0243,0.00182,28.52457533,2.580754073
ENSG00000167775,CD320,Q9NPF0,Q9NPF0;Q9NPF0-2,0.0958,0.06956,7.235356791,0.998465888
ENSG00000109861,CTSC,P53634,P53634,0.02540866,0.00416,27.27995818,2.22173213
ENSG00000166333,ILK,Q13418,Q13418;Q13418-3;Q13418-2,0.044009431,0.017928028,15.74996922,1.587292931
ENSG00000119414,PPP6C,O00743,O00743;O00743-3,0.044781134,0.021238861,15.4785534,1.513694246
ENSG00000149262,INTS4,Q96HW7,Q96HW7;Q96HW7-4,0.052835216,0.026917192,13.11903763,1.410795716
ENSG00000145982,FARS2,O95363,O95363,0.027685375,0.00236,25.03658251,2.467913458
ENSG00000092978,GPATCH2,Q9NW75,Q9NW75;Q9NW75-2,0.0709,0.04842,9.776405932,1.155800676
ENSG00000121152,NCAPH,Q15003,Q15003;Q15003-2,0.031687221,0.00636,21.87465956,2.037368345
ENSG00000170956,CEACAM3,P40198,P40198-2,0.0994,0.07666,6.973311676,0.956256646
ENSG00000164307,ERAP1,Q9NZ08,Q9NZ08;Q9NZ08-2,0.0276,0.00312,25.11402828,2.346670867
ENSG00000130402,ACTN4,O43707,O43707;O43707-3,0.027199816,0.00462,25.48352445,2.176183486
ENSG00000064961,HMG20B,Q9P0W2,Q9P0W2-3;Q9P0W2,0.0654,0.04292,10.59858074,1.208165748
ENSG00000113318,MSH3,P20585,P20585,0.041023895,0.014944738,16.89618142,1.666337149
ENSG00000143126,CELSR2,Q9HCU4,Q9HCU4,0.0254,#NUM!,27.28925908,NA
ENSG00000175970,UNC119B,A6NIH7,A6NIH7,0.0495,0.02702,14.00297334,1.409140116
ENSG00000111231,GPN3,Q9UHW5,Q9UHW5;Q9UHW5-2,0.032296749,0.005940303,21.46182513,2.067016862
ENSG00000004961,HCCS,P53701,P53701,0.0278,0.010581663,24.93335182,1.816271519
ENSG00000100504,PYGL,P06737,P06737-2;P06737,0.026699813,0.008259976,25.96075064,1.923846687
ENSG00000204348,DXO,O77932,O77932,0.037380744,0.014090011,18.54289433,1.69191414
ENSG00000094804,CDC6,Q99741,Q99741,0.39702141,0.374151781,1.745868518,0.267777644
ENSG00000104129,DNAJC17,Q9NVM6,Q9NVM6,0.0448,0.01856,15.47203528,1.572247489
ENSG00000117862,TXNDC12,O95881,O95881,0.030683709,0.00617,22.59007149,2.050540297
ENSG00000223496,EXOSC6,Q5RKV6,Q5RKV6,0.023182537,0.005870111,29.8995401,2.072179167
ENSG00000116791,CRYZ,Q08257,Q08257;Q08257-3;Q08257-2,0.025784298,0.00256,26.88253109,2.432585496
ENSG00000178028,DMAP1,Q9NPF5,Q9NPF5,0.051997596,0.025755147,13.33036972,1.429961427
ENSG00000160049,DFFA,O00273,O00273-2,0.041236634,0.018617282,16.80901446,1.570909177
ENSG00000166337,TAF10,Q12962,Q12962,0.050599111,0.027264453,13.69880165,1.405228671
ENSG00000148300,REXO4,Q9GZR2,Q9GZR2;Q9GZR2-2,0.044812833,0.02020593,15.46760458,1.535346621
ENSG00000157985,AGAP1,Q9UPQ3,Q9UPQ3-2;Q9UPQ3;Q9UPQ3-3,0.0468,0.02056,14.81083719,1.527802351
ENSG00000136051,KIAA1033,Q2M389,Q2M389;Q2M389-2,0.030476384,0.010331079,22.74374722,1.826679765
ENSG00000068654,POLR1A,O95602,O95602,0.049849774,0.023959679,13.90472053,1.461344472
ENSG00000085231,AK6,Q9Y3D8,Q9Y3D8;Q9Y3D8-2,0.0313,0.00676,22.14527733,2.010878765
ENSG00000108861,DUSP3,P51452,P51452;P51452-2,0.041724813,0.015751324,16.6123497,1.643508403
ENSG00000124177,CHD6,Q8TD26,Q8TD26;Q8TD26-3,0.0478,0.02532,14.50098704,1.43736176
ENSG00000173801,JUP,P14923,P14923,0.046999574,0.021208527,14.74794588,1.514314963
ENSG00000138592,USP8,P40818,P40818;P40818-2,0.043498966,0.017257393,15.9347969,1.603850281
ENSG00000171320,ESCO2,Q56NI9,Q56NI9,0.219,0.19347,3.165055619,0.554211829
ENSG00000015479,MATR3,P43243,P43243,0.031180603,0.008326416,22.23007624,1.920367367
ENSG00000055130,CUL1,Q13616,Q13616,0.034699856,0.010420902,19.97550602,1.822920146
ENSG00000105221,AKT2,P31751,P31751;P31751-2,0.035868649,0.01126,19.32459668,1.789287071
ENSG00000120333,MRPS14,O60783,O60783,0.06902217,0.043794146,10.0423846,1.199409402
ENSG00000164976,KIAA1161,Q6NSJ0,Q6NSJ0,0.0281,0.004668961,24.66715945,2.171605183
ENSG00000047849,MAP4,P27816,P27816;P27816-6;P27816-2,0.032281264,0.009504694,21.47212025,1.862887341
ENSG00000162729,IGSF8,Q969P0,Q969P0-3;Q969P0,0.0693,0.04377,10.00212382,1.199648915
ENSG00000164674,SYTL3,Q4VX76,Q4VX76-2;Q4VX76,0.021428952,#NUM!,32.34629339,NA
ENSG00000145220,LYAR,Q9NX58,Q9NX58,0.0275,0.01052,25.20535202,1.818809721
ENSG00000027001,MIPEP,Q99797,Q99797,0.031168253,0.01537,22.23888451,1.654151594
ENSG00000175376,EIF1AD,Q8N9N8,Q8N9N8,0.093943068,0.067810751,7.37837497,1.009526909
ENSG00000125485,DDX31,Q9H8H2,Q9H8H2;Q9H8H2-2;Q9H8H2-4,0.049845762,0.023943918,13.90583976,1.461630248
ENSG00000107186,MPDZ,O75970,O75970-5;O75970-3;O75970-2;O75970,0.050237834,0.025715622,13.79731411,1.430628433
ENSG00000084652,TXLNA,P40222,P40222,0.054884606,0.030646732,12.62917288,1.354441286
ENSG00000106615,RHEB,Q15382,Q15382,0.045858914,0.020815994,15.11477527,1.52242831
ENSG00000118596,SLC16A7,O60669,O60669,0.0577,0.03522,12.0129494,1.294036109
ENSG00000148498,PARD3,Q8TEW0,Q8TEW0-4;Q8TEW0-2;Q8TEW0;Q8TEW0-8;Q8TEW0-10,0.042194194,0.06882,16.42754882,1.003110793
ENSG00000137309,HMGA1,P17096,P17096-2,0.0726,0.04636,9.547481826,1.174682034
ENSG00000172216,CEBPB,P17676,P17676-2;P17676;P17676-3,0.136941593,0.112620048,5.061626372,0.789209753
ENSG00000105197,TIMM50,Q3ZCQ8,Q3ZCQ8;Q3ZCQ8-2;Q3ZCQ8-3,0.0302,0.006974181,22.9518934,1.997332249
ENSG00000110107,PRPF19,Q9UMS4,Q9UMS4,0.028702613,0.00487,24.14927093,2.1532965
ENSG00000063046,EIF4B,P23588,P23588;P23588-2,0.037991578,0.013597176,18.24475889,1.707376736
ENSG00000135148,TRAFD1,O14545,O14545;O14545-2,0.051976918,0.025704579,13.33567298,1.43081496
ENSG00000147592,LACTB2,Q53H82,Q53H82,0.037242449,0.01552,18.61175087,1.649933744
ENSG00000100711,ZFYVE21,Q9BQ24,Q9BQ24;Q9BQ24-2,0.081,0.05852,8.5573726,1.073521144
ENSG00000099331,MYO9B,Q13459,Q13459-2;Q13459,0.0394,0.01387,17.59256803,1.698749
ENSG00000082068,WDR70,Q9NW82,Q9NW82,0.040548489,0.01806661,17.09427871,1.583948789
ENSG00000170234,PWWP2A,Q96N64,Q96N64-3;Q96N64-2;Q96N64,0.066,0.03976,10.50223001,1.241379085
ENSG00000198839,ZNF277,Q9NRM2,Q9NRM2,0.109407495,0.09126,6.335463393,0.880544997
ENSG00000109576,AADAT,Q8N5Z0,Q8N5Z0;Q8N5Z0-2,0.04548802,0.019489482,15.23801595,1.55102517
ENSG00000135940,COX5B,P10606,P10606,0.102489024,0.076245246,6.763135747,0.958612689
ENSG00000071859,FAM50A,Q14320,Q14320,0.0498999,0.023809948,13.89075295,1.464067023
ENSG00000101132,PFDN4,Q9NQP4,Q9NQP4,0.03431166,0.008434821,20.20150538,1.914749607
ENSG00000110060,PUS3,Q9BZE2,Q9BZE2,0.039606818,0.01902,17.50070373,1.561614948
ENSG00000122033,MTIF3,Q9H2K0,Q9H2K0,0.047299894,0.021852304,14.65430718,1.501328223
ENSG00000110435,PDHX,O00330,O00330-3;O00330;O00330-2,0.038217797,0.014111393,18.13676446,1.691255587
ENSG00000122870,BICC1,Q9H694,Q9H694;Q9H694-2,0.122327838,0.096767594,5.666307774,0.855095519
ENSG00000160752,FDPS,P14324,P14324-2;P14324,0.026193129,0.005173935,26.46293935,2.12700452
ENSG00000167323,STIM1,Q13586,Q13586;Q13586-2,0.105,0.08226,6.60140172,0.925636756
ENSG00000184575,XPOT,O43592,O43592,0.028798437,0.008595301,24.06891629,1.906564369
ENSG00000166444,ST5,P78524,P78524;P78524-3;P78524-2,0.0371,0.01514323,18.68321241,1.660606957
ENSG00000090013,BLVRB,P30043,P30043,0.021654792,0.001601687,32.00895177,2.636247916
ENSG00000081791,KIAA0141,Q14154,Q14154,0.026116661,0.00387,26.54042074,2.253114496
ENSG00000182473,EXOC7,Q9UPT5,Q9UPT5-2;Q9UPT5-5;Q9UPT5-1;Q9UPT5-6;Q9UPT5;Q9UPT5-4,0.043118442,0.017232516,16.07542286,1.604476776
ENSG00000163214,DHX57,Q6P158,Q6P158;Q6P158-2;Q6P158-3,0.0403,0.01406,17.1996819,1.69284014
ENSG00000145555,MYO10,Q9HD67,Q9HD67;Q9HD67-3,0.183482969,0.159444205,3.777719444,0.638216723
ENSG00000144747,TMF1,P82094,P82094;P82094-2,0.063139528,0.039143204,10.97802284,1.248169093
ENSG00000123983,ACSL3,O95573,O95573,0.026084478,0.003746358,26.57316649,2.267216158
ENSG00000257923,CUX1,P39880,P39880;P39880-3;P39880-4;P39880-2;P39880-5;P39880-6;Q13948;Q13948-2;Q13948-10;Q13948-9,0.041339086,0.015998169,16.76735637,1.63675519
ENSG00000109911,ELP4,Q96EB1,Q96EB1;Q96EB1-3;Q96EB1-2,0.0592,0.035758247,11.70856724,1.287449246
ENSG00000067369,TP53BP1,Q12888,Q12888;Q12888-2;Q12888-3,0.035997778,0.01366,19.25527698,1.705374762
ENSG00000070495,JMJD6,Q6NYC1,Q6NYC1;Q6NYC1-3;Q6NYC1-2,0.05348654,0.03026,12.95928239,1.359956537
ENSG00000175354,PTPN2,P17706,P17706-2;P17706;P17706-4,0.038449707,0.015839987,18.02737205,1.64107063
ENSG00000021355,SERPINB1,P30740,P30740;P30740-2,0.0226,0.005797879,30.67022923,2.07755632
ENSG00000187514,PTMA,P06454,P06454-2;P06454,0.037097844,0.012653743,18.68429842,1.738606468
ENSG00000171345,KRT19,P08727,P08727;CON__P08727,0.0218,0.005175442,31.79574223,2.126878014
ENSG00000180921,FAM83H,Q6ZRV2,Q6ZRV2,0.275495916,0.251009876,2.515998021,0.441134653
ENSG00000036549,ZZZ3,Q8IYH5,Q8IYH5-4;Q8IYH5-2;Q8IYH5,0.059,0.03276,11.7482573,1.325481568
ENSG00000218336,TENM3,Q9P273,Q9P273,0.0266,0.00036,26.05816468,3.28452296
ENSG00000234127,TRIM26,Q12899,Q12899,0.028986031,0.006531891,23.91314553,2.025786532
ENSG00000144824,PHLDB2,Q86SQ0,Q86SQ0,0.152,0.12576,4.560178819,0.741282932
ENSG00000182240,BACE2,Q9Y5Z0,Q9Y5Z0-3;Q9Y5Z0-5;Q9Y5Z0-4;Q9Y5Z0-2;Q9Y5Z0,0.0191,#NUM!,36.2904283,NA
ENSG00000188191,PRKAR1B,P31321,P31321,0.045669684,0.02907,15.17740273,1.377380429
ENSG00000168288,MMADHC,Q9H3L0,Q9H3L0,0.672577133,0.64578226,1.030583923,0.03073935
ENSG00000116221,MRPL37,Q9BZE1,Q9BZE1,0.060856553,0.037991515,11.38985287,1.26113885
ENSG00000125968,ID1,P41134,P41134;P41134-2,1.1,1.07726,0.630133801,-0.191495073
ENSG00000172725,CORO1B,Q9BR76,Q9BR76,0.028947884,0.00656,23.94465777,2.023921622
ENSG00000094631,HDAC6,Q9UBN7,Q9UBN7;Q9UBN7-2,0.034594797,0.01112,20.03616829,1.794720674
ENSG00000115896,PLCL1,Q15111,Q15111,0.02939932,0.00712,23.57698026,1.988345467
ENSG00000124702,KLHDC3,Q9BQ90,Q9BQ90,0.108926581,0.084958957,6.36343467,0.911616288
ENSG00000148158,SNX30,Q5VWJ9,Q5VWJ9,0.0437,0.01817,15.86149155,1.581470534
ENSG00000077684,JADE1,Q6IE81,Q6IE81-2;Q6IE81;Q6IE81-3,0.117961858,0.092421323,5.876027988,0.875053281
ENSG00000151502,VPS26B,Q4G0F5,Q4G0F5,0.030986933,0.009580355,22.36901557,1.859443863
ENSG00000196535,MYO18A,Q92614,Q92614-4;Q92614;Q92614-3;Q92614-2;Q92614-5,0.026749953,0.004302743,25.9120894,2.207080023
ENSG00000147669,POLR2K,P53803,P53803,0.0556,0.03057,12.46667591,1.355530022
ENSG00000136521,NDUFB5,O43674,O43674-2;O43674,0.0393,0.01306,17.63733284,1.724882284
ENSG00000102048,ASB9,Q96DX5,Q96DX5-3;Q96DX5-2;Q96DX5,0.0284,0.01356,24.40659086,1.708565771
ENSG00000121774,KHDRBS1,Q07666,Q07666;Q07666-3,0.065342176,0.042437549,10.60795982,1.213075164
ENSG00000077380,DYNC1I2,Q13409,Q13409-3;Q13409-6;Q13409-7;Q13409-2;Q13409;Q13409-5,0.026493207,0.00249872,26.16320437,2.443107925
ENSG00000082213,C5orf22,Q49AR2,Q49AR2;Q49AR2-2;Q49AR2-3,0.110837719,0.08525914,6.253712053,0.910084515
ENSG00000134851,TMEM165,Q9HC07,Q9HC07;Q9HC07-2,0.0416,0.01672,16.66219184,1.617589188
ENSG00000131408,NR1H2,P55055,P55055,0.086282675,0.059494917,8.033445658,1.066345595
ENSG00000132005,RFX1,P22670,P22670,0.0509,0.02466,13.6178228,1.448832389
ENSG00000155962,CLIC2,O15247,O15247,0.031189742,0.00952,22.22356256,1.862188513
ENSG00000004399,PLXND1,Q9Y4D7,Q9Y4D7-2;Q9Y4D7,0.080232163,0.052211573,8.639268263,1.12305868
ENSG00000122515,ZMIZ2,Q8NF64,Q8NF64-3;Q8NF64-2;Q8NF64,0.0804,0.05487,8.621233589,1.101490501
ENSG00000124222,STX16,O14662,O14662-6;O14662-2;O14662-4;O14662-5;O14662,0.028124189,0.01746,24.64594387,1.598781222
ENSG00000196199,MPHOSPH8,Q99549,Q99549;Q99549-2,0.0307,0.011092944,22.57808406,1.795778652
ENSG00000124733,MEA1,Q16626,Q16626,0.082444527,0.056912072,8.407437187,1.085621067
ENSG00000074047,GLI2,P10070,P10070;P10070-4;P10070-3;P10070-2;P10070-1,0.064150214,0.03989137,10.80506414,1.239946509
ENSG00000168280,KIF5C,O60282,O60282,0.125,0.10252,5.545177444,0.830016864
ENSG00000247596,TWF2,Q6IBS0,Q6IBS0;Q9NR96-4,0.0277,0.004021144,25.02336392,2.236475823
ENSG00000175920,DOK7,Q18PE1,Q18PE1-2;Q18PE1;Q18PE1-3,0.0492,0.02672,14.08835733,1.413989007
ENSG00000109265,KIAA1211,Q6ZU35,Q6ZU35,0.035837411,0.011492798,19.34144149,1.780399697
ENSG00000141429,GALNT1,Q10472,Q10472,0.05003229,0.024024866,13.85399682,1.460164482
ENSG00000183741,CBX6,O95503,O95503,0.361,0.33547,1.920075292,0.315171772
ENSG00000149782,PLCB3,Q01970,Q01970;Q01970-2,0.025624207,0.00446,27.05048286,2.191490602
ENSG00000119638,NEK9,Q8TD19,Q8TD19,0.037337916,0.011390487,18.56416339,1.784283158
ENSG00000111605,CPSF6,Q16630,Q16630-3;Q16630;Q16630-2,0.032543509,0.00916,21.29909142,1.878929987
ENSG00000174197,MGA,Q8IWI9,Q8IWI9;Q8IWI9-4;Q8IWI9-3,0.119743476,0.094787433,5.788600806,0.8640747
ENSG00000068394,GPKOW,Q92917,Q92917,0.048896319,0.023814496,14.17585611,1.463984074
ENSG00000106546,AHR,P35869,P35869,0.365154762,0.340057109,1.898228514,0.309273602
ENSG00000093009,CDC45,O75419,O75419-2;O75419;O75419-3,0.052683963,0.028437584,13.1567015,1.38693276
ENSG00000071082,RPL31,P62899,P62899;P62899-3;P62899-2,0.031441056,0.00877,22.0459256,1.897825868
ENSG00000137513,NARS2,Q96I59,Q96I59;Q96I59-2,0.038946117,0.013309906,17.79759423,1.71665047
ENSG00000081870,HSPB11,Q9Y547,Q9Y547,0.027782009,0.00327,24.94949848,2.326277708
ENSG00000138162,TACC2,O95359,O95359-2;O95359-3;O95359-6;O95359-1;O95359-5;O95359,0.044166956,0.01796307,15.69379563,1.586444888
ENSG00000003056,M6PR,P20645,P20645,0.024004166,0.008739977,28.87611974,1.899315166
ENSG00000102054,RBBP7,Q16576,Q16576-2,0.0299,0.00742,23.18217995,1.970421556
ENSG00000130726,TRIM28,Q13263,Q13263;Q13263-2,0.037747318,0.01186462,18.36281943,1.76657164
ENSG00000140945,CDH13,P55290,P55290;P55290-4;P55290-5,0.0449,0.01866,15.4375764,1.569913822
ENSG00000121741,ZMYM2,Q9UBW7,Q9UBW7;Q9UBW7-2,0.048218254,0.02368711,14.37520287,1.466313377
ENSG00000131495,NDUFA2,O43678,O43678;O43678-2,0.16437153,0.139889225,4.216953988,0.695041198
ENSG00000177565,TBL1XR1,Q9BZK7,Q9BZK7,0.033636587,0.009243333,20.60694136,1.874996874
ENSG00000166813,KIF7,Q2M1P5,Q2M1P5,0.059849979,0.034791039,11.58141057,1.299358061
ENSG00000140263,SORD,Q00796,Q00796;Q00796-2,0.026362473,0.005445145,26.29294952,2.104816042
ENSG00000132286,TIMM10B,Q9Y5J6,Q9Y5J6,0.038924928,0.01997,17.80728239,1.540447396
ENSG00000137871,ZNF280D,Q6N043,Q6N043-2;Q6N043;Q6N043-5,0.0494,0.02316,14.03131944,1.476086906
ENSG00000244687,UBE2V1,Q13404,Q13404;Q13404-7;Q13404-2;Q13404-1;Q13404-6,0.030233921,0.006259201,22.92614222,2.044306547
ENSG00000134184,GSTM1,P09488,P09488,0.033,0.00747,21.00446002,1.967504859
ENSG00000242028,HYPK,Q9NX55,Q9NX55;Q9NX55-3,0.082131541,0.055576826,8.439476156,1.09593172
ENSG00000055208,TAB2,Q9NYJ8,Q9NYJ8;Q9NYJ8-2,0.051056439,0.024943841,13.57609714,1.443862133
ENSG00000271303,SRXN1,Q9BYN0,Q9BYN0,0.034,0.024912872,20.38668178,1.444401661
ENSG00000167842,MIS12,Q9H081,Q9H081,0.0284,0.010738492,24.40659086,1.809882183
ENSG00000115840,SLC25A12,O75746,O75746-2;O75746,0.0515,0.02526,13.45916855,1.438392115
ENSG00000140848,CPNE2,Q96FN4,Q96FN4,0.0391,0.01286,17.72754937,1.731584492
ENSG00000135318,NT5E,P21589,P21589-2;P21589,0.069849266,0.043983397,9.923471175,1.197536694
ENSG00000147649,MTDH,Q86UE4,Q86UE4,0.0304,0.007102845,22.8008941,1.989393154
ENSG00000137411,VARS2,Q5ST30,Q5ST30-2;Q5ST30-3;Q5ST30;Q5ST30-4,0.0398,0.01356,17.41575831,1.708565771
ENSG00000167526,RPL13,P26373,P26373;P26373-2,0.029967316,0.010949685,23.13010586,1.801423838
ENSG00000105373,GLTSCR2,Q9NZM5,Q9NZM5,0.096530306,0.072189966,7.180617242,0.982348623
ENSG00000156976,EIF4A2,Q14240,Q14240;Q14240-2,0.026436717,0.00347,26.21910971,2.300495986
ENSG00000123136,DDX39A,O00148,O00148;O00148-2;O00148-3,0.034210232,0.009679835,20.26139936,1.85495752
ENSG00000119689,DLST,P36957,P36957;P36957-2,0.045451513,0.019537226,15.2502555,1.549962561
ENSG00000108298,RPL19,P84098,P84098,0.037453972,0.01647,18.50664023,1.624131862
ENSG00000047188,YTHDC2,Q9H6S0,Q9H6S0,0.043033127,0.018598645,16.10729297,1.571344153
ENSG00000158435,CNOT11,Q9UKZ1,Q9UKZ1,0.038985125,0.012904697,17.77978585,1.730077655
ENSG00000163840,DTX3L,Q8TDB6,Q8TDB6;Q8TDB6-2,0.0438,0.02794053,15.82527809,1.394590826
ENSG00000171703,TCEA2,Q15560,Q15560-2;Q15560,0.125,0.09876,5.545177444,0.84624438
ENSG00000274523,WBSCR16,Q96I51,Q96I51;Q96I51-2;Q96I51-3,0.062593929,0.03709525,11.07371253,1.271507154
ENSG00000185630,PBX1,P40424,P40424-2;P40424-3;P40424,0.040279027,0.01626,17.20863774,1.62970492
ENSG00000007174,DNAH9,Q9NYC9,Q9NYC9-2;Q9NYC9,0.0593,0.03377,11.68882261,1.3122944
ENSG00000081014,AP4E1,Q9UPM8,Q9UPM8;Q9UPM8-2,0.036577179,0.010020559,18.95026368,1.839933517
ENSG00000103642,LACTB,P83111,P83111;P83111-2,0.026847719,0.00507,25.81773103,2.135817502
ENSG00000145050,MANF,P55145,P55145,0.034599855,0.00980766,20.03323918,1.849260047
ENSG00000170525,PFKFB3,Q16875,Q16875-3;Q16875-2;Q16875;Q16875-4,0.129,0.10347,5.373233958,0.826011012
ENSG00000055332,EIF2AK2,P19525,P19525;P19525-2,0.02639697,0.00136,26.25858927,2.707286553
ENSG00000136874,STX17,P56962,P56962,0.044648628,0.018751752,15.52448997,1.567783612
ENSG00000179399,GPC5,P78333,P78333,0.256,0.23326,2.707606174,0.47298519
ENSG00000162413,KLHL21,Q9UJP4,Q9UJP4-2;Q9UJP4,0.296,0.27352,2.341713448,0.403836373
ENSG00000103550,KNOP1,Q1ED39,Q1ED39,0.043299538,0.02062,16.00818879,1.5265368
