Gene_ID	brain_1	brain_2	brain_3	liver_1	liver_2	liver_3	testis_1	testis_2	testis_3
ENSG00000000003	16.7478	23.4142	17.261	126.121	163.0808	119.4748	74.4935	83.0535	115.2692
ENSG00000000005	0.1334	0	0	NA	NA	NA	NA	NA	NA
ENSG00000000419	58.3346	47.8733	65.1703	19.3838	37.3167	39.2719	155.226	137.1112	104.4687
ENSG00000000457	6.8995	4.4346	7.0203	2.4547	5.7705	4.3823	10.5389	9.0699	8.0497
ENSG00000000460	1.0942	1.1508	0.904	0.6755	0.5516	0.5816	39.6575	25.0274	11.3531
ENSG00000000938	0.4485	0.3189	0.3019	0.5777	0.3081	0.3411	0.4282	0.3353	1.1879
ENSG00000000971	11.7044	23.1546	11.3188	2003.4565	1897.7486	1625.1751	26.621	31.9318	188.6614
ENSG00000001036	11.0324	22.6702	10.0199	21.5581	25.1026	20.1993	28.2672	48.1928	74.8206
ENSG00000001084	46.9004	60.71	32.2744	15.1739	45.5418	49.0368	24.928	27.1885	30.6373
ENSG00000001167	12.9766	20.0089	15.0035	4.0639	8.2578	5.8869	42.7409	38.051	24.9516
ENSG00000001460	15.3599	13.1375	14.3164	0.3482	0.4874	0.4796	5.9948	8.3949	2.3135
ENSG00000001461	56.4212	79.0024	63.7468	1.4804	0.6782	0.8858	5.5766	5.0378	7.0713
ENSG00000001497	11.7301	10.1314	10.8053	4.0612	8.8803	9.1286	58.6061	41.0635	45.785
ENSG00000001561	127.2796	173.3506	120.7471	12.7814	9.0631	13.6111	76.4896	66.5998	69.0717
ENSG00000001617	0.7688	0.8138	1.0033	1.8676	1.1884	0.3801	1.3407	0.9391	1.4303
ENSG00000001626	0	0.2046	0	1.9002	0.6771	0.3173	1.4582	0.5786	0.1586
ENSG00000001629	27.6214	25.169	21.1266	1.0014	1.9737	2.0416	40.8425	28.5549	24.3136
ENSG00000001630	134.2246	110.4406	108.3091	40.7376	53.9304	86.903	498.175	429.689	186.0795
ENSG00000001631	12.99	10.3381	13.5603	1.1672	3.0795	4.5874	40.6732	36.7604	21.6812
ENSG00000002016	4.8201	1.9775	5.0542	2.1039	1.6741	1.9322	8.2028	4.0127	4.8296
ENSG00000002330	24.6909	34.6977	42.7498	11.0427	18.9849	15.4103	23.6946	35.912	45.324
ENSG00000002549	54.2332	66.2978	49.428	92.1601	159.8631	108.0923	116.7736	102.7812	98.5587
ENSG00000002586	59.3514	192.0943	31.299	166.4133	200.1935	122.6686	837.6824	728.7543	1117.4242
ENSG00000002587	4.0301	5.0235	7.9921	NA	NA	NA	0.5883	2.9764	3.8079
ENSG00000002726	NA	NA	NA	1.2408	7.1652	2.3325	0.5821	1.745	0.2193
ENSG00000002745	2.0926	3.7301	1.8832	NA	NA	NA	NA	NA	NA
ENSG00000002746	36.9854	26.5866	35.9815	NA	NA	NA	1.0351	0.9273	0.4546
ENSG00000002822	13.2601	12.1883	11.8799	1.6222	3.1679	2.7469	23.9686	14.2206	18.1169
ENSG00000002834	108.9662	128.0847	118.6627	57.5957	100.6789	55.1183	24.3181	55.1414	137.9638
ENSG00000002919	16.9082	16.3125	15.8049	1.614	2.3498	2.174	10.5289	11.349	9.6797
ENSG00000002933	12.9812	32.505	7.4056	1280.3644	695.4274	528.6168	6.8008	18.3029	94.321
ENSG00000003056	123.8322	110.33	123.1228	43.5296	43.7273	38.1708	185.7974	149.8697	162.1372
ENSG00000003096	7.1617	6.4587	7.7375	0.82	1.7218	5.6242	7.3667	8.2594	11.5963
ENSG00000003137	19.2025	15.3591	25.2875	NA	NA	NA	28.8847	19.025	22.1486
ENSG00000003147	48.341	23.1147	49.0395	0.4008	2.8897	1.0123	24.7764	13.536	4.2953
ENSG00000003249	20.4877	17.8088	21.4082	0.5748	0.4097	0.192	NA	NA	NA
ENSG00000003393	14.5669	9.3947	15.7671	1.5301	4.279	5.4836	7.4314	6.9088	6.7987
ENSG00000003400	1.2119	0.4972	1.9533	3.9864	6.1659	5.21	1.6459	1.4224	8.484
ENSG00000003402	11.7225	10.9747	9.5443	10.3665	13.833	28.3526	34.9857	30.1519	31.2884
ENSG00000003436	6.4077	5.4566	3.7529	309.0436	325.8105	435.0835	28.4376	49.1196	126.651
ENSG00000003509	20.3751	12.0313	21.8311	3.9913	9.8079	7.3311	44.5361	45.8157	16.3406
ENSG00000003756	38.0452	36.4436	46.3566	7.951	18.0989	20.3474	109.2914	89.7338	92.6734
ENSG00000003987	45.9277	32.5936	42.6958	0	0.068	0.3347	1.7195	1.3018	0.3245
ENSG00000003989	12.7641	45.4972	7.7134	140.5021	93.7123	286.163	99.9048	156.9368	133.0652
ENSG00000004059	386.6648	294.3053	278.6607	44.7865	72.3484	37.1366	149.0436	216.3664	233.2933
ENSG00000004139	7.0851	6.7431	4.6176	0	0	0	3.5322	1.4509	6.5318
ENSG00000004142	66.6332	53.6289	54.4014	37.8916	68.6749	43.3266	80.1817	79.7557	80.0265
ENSG00000004399	12.7113	9.9102	12.8638	7.7517	3.7217	3.7194	9.0946	17.1699	27.0546
ENSG00000004455	16.5487	30.7473	7.5009	45.554	62.2987	43.8476	53.7156	72.5114	39.2435
ENSG00000004468	25.5325	43.4984	17.9098	6.6844	6.0213	6.2501	1.9073	2.171	21.5147
ENSG00000004478	157.4836	185.7027	181.6479	43.1054	73.2453	56.1648	105.7462	114.6679	90.6183
ENSG00000004487	57.4875	41.2299	52.4733	6.0849	13.3036	8.7513	331.3401	305.5858	116.5337
ENSG00000004534	22.1923	10.2026	19.3816	1.707	4.0272	5.3585	77.9365	36.9432	22.9577
ENSG00000004660	103.0823	85.3354	127.2136	0	0	0.186	22.5996	15.2849	16.424
ENSG00000004700	14.0379	16.2625	15.8866	5.1366	7.0713	11.7213	32.5489	27.0651	38.5352
ENSG00000004766	55.8281	29.258	47.8098	2.0094	4.0185	4.1696	27.3673	24.4346	21.0478
ENSG00000004776	13.6971	22.8545	19.5703	7.5472	2.3051	7.4038	86.0952	272.1958	492.4268
ENSG00000004777	4.8508	4.7532	4.6086	0	0	0.0273	6.0435	2.7241	1.9204
ENSG00000004779	507.2558	409.3564	510.8151	114.038	172.328	130.5301	243.2844	310.7354	287.1919
ENSG00000004799	53.5891	134.8486	23.2415	62.8134	209.787	1017.9076	23.6885	41.9035	114.6788
ENSG00000004809	NA	NA	NA	NA	NA	NA	17.4743	14.5915	3.9419
ENSG00000004838	0.2994	0.3243	0.5303	0	0.037	0.0152	87.4202	46.9279	8.1577
ENSG00000004846	NA	NA	NA	NA	NA	NA	1.4097	1.2679	0.0434
ENSG00000004848	7.482	13.4639	7.9138	NA	NA	NA	4.0026	8.2064	43.7711
ENSG00000004864	9.7475	9.3668	5.6805	26.744	100.8544	72.1291	15.5406	24.2649	27.4073
ENSG00000004866	20.0334	14.757	23.5628	5.0438	5.4132	3.45	7.9034	9.1413	5.5275
ENSG00000004897	20.1921	19.9448	22.4798	2.2522	4.8718	4.5504	22.5397	22.3015	24.565
ENSG00000004939	NA	NA	NA	NA	NA	NA	0	0	0.4051
ENSG00000004948	NA	NA	NA	NA	NA	NA	0.9398	0.4622	0.1448
ENSG00000004961	43.3948	35.3809	43.5122	11.0026	11.4114	13.9623	28.567	29.4219	18.5003
ENSG00000004975	5.9843	9.3325	5.2772	1.3797	1.7957	0.9589	11.9414	12.096	19.5902
ENSG00000005001	NA	NA	NA	0.0917	0.1284	0.1684	NA	NA	NA
ENSG00000005007	45.0956	56.6681	44.8311	9.2027	21.8619	17.401	135.1628	109.2691	106.4935
ENSG00000005020	48.9684	43.0511	60.3769	9.2339	12.246	14.5429	44.7633	53.234	34.2266
ENSG00000005022	208.983	200.5093	225.74	83.9678	186.2156	118.7401	77.7529	132.2577	174.9137
ENSG00000005059	5.0155	5.9802	5.5878	0.5293	0.2694	0.464	5.0031	10.911	7.6061
ENSG00000005073	NA	NA	NA	NA	NA	NA	1.2282	0.8284	0
ENSG00000005075	8.5049	8.264	8.7615	4.9423	9.6169	4.1418	15.3877	17.1444	17.4033
ENSG00000005100	14.1562	12.3776	16.9841	2.327	3.5285	3.338	17.0822	12.2984	20.6638
ENSG00000005102	NA	NA	NA	NA	NA	NA	1.3351	3.5379	38.2091
ENSG00000005108	11.9743	9.1784	17.6712	0	0.138	0.2263	3.7614	5.7037	7.2522
ENSG00000005156	13.3749	11.3542	13.8189	2.5262	2.7806	3.1751	35.9055	29.396	24.7725
ENSG00000005175	49.5087	38.8303	53.1677	6.1734	10.9589	8.8462	52.3455	60.2039	43.4318
ENSG00000005187	1.5846	0	0	25.5125	74.5835	92.8708	8.3514	4.5113	3.141
ENSG00000005189	1.4595	0.9444	2.7984	0.3574	0.4319	0.7688	704.1271	714.8386	105.8952
ENSG00000005194	61.5529	51.3434	67.4376	7.5461	12.4416	11.2295	73.1356	95.9466	40.7548
ENSG00000005206	13.7394	16.7513	13.5324	8.7528	8.7422	4.8886	43.3871	29.413	42.492
ENSG00000005238	3.0379	2.2434	2.3748	0.0811	0.1969	0.2112	1.7144	1.1666	1.3905
ENSG00000005243	1.502	3.7589	1.3416	4.6987	10.2921	3.8393	7.7603	14.4466	27.2089
ENSG00000005249	90.796	82.5116	105.5714	1.8442	0.7794	1.454	116.6573	164.8463	91.9061
ENSG00000005302	12.3505	9.9937	13.0318	1.6479	1.955	2.1803	27.4334	23.1841	13.8435
ENSG00000005339	15.5045	15.0146	21.2384	1.6233	3.3953	4.0422	32.0985	18.5329	19.7211
ENSG00000005379	6.4997	5.156	7.7283	0.0182	0.0712	0.0834	0.164	0.158	0.1516
ENSG00000005381	0.4419	0.7166	0.5088	0.7187	0.1725	0	0.5014	0.4697	1.2363
ENSG00000005421	4.9789	6.501	0.4035	466.6349	935.6492	490.1225	2.7401	3.0323	1.7945
ENSG00000005436	4.3904	3.8407	4.5328	1.7533	4.1543	4.1356	13.8279	13.2847	11.3094
ENSG00000005448	32.1649	27.7506	30.0532	1.6103	0.3656	0.4796	54.1532	26.2367	17.5402
ENSG00000005469	12.1494	6.8722	10.0591	8.6337	23.653	27.6317	5.5138	6.0714	9.7395
ENSG00000005471	0.3371	0.2075	0.3535	65.0851	109.8568	57.1999	2.0685	0.9391	0.4168
ENSG00000005483	14.5333	10.0995	16.6312	0.7529	1.4317	1.6926	19.6307	9.9486	8.4181
ENSG00000005486	223.2906	216.1897	220.2263	15.5784	20.3093	10.9504	27.3162	65.1629	77.2485
ENSG00000005513	14.8888	46.4233	7.0763	NA	NA	NA	0.5078	0.5199	0.6707
ENSG00000005700	9.4795	7.3268	10.9444	1.8629	8.0736	10.2798	12.3087	11.3473	8.8234
ENSG00000005801	12.816	9.1504	15.7524	1.0451	1.9166	1.3078	10.4277	10.3134	7.4826
ENSG00000005810	51.4712	25.7519	57.015	0.4808	1.5154	1.9555	31.1771	22.4168	14.4342
ENSG00000005812	77.9678	69.7684	73.9045	7.1709	11.0756	20.3969	149.6499	145.0085	118.9745
ENSG00000005844	NA	NA	NA	4.8184	4.7618	3.7734	0.4722	0.4512	7.1893
ENSG00000005882	75.6049	90.2811	70.2875	9.8271	23.3314	30.9313	27.4572	25.8308	50.5169
ENSG00000005884	12.3389	12.7177	13.3608	1.4374	0.5289	0.264	5.3475	4.8336	20.0481
ENSG00000005889	9.2044	11.2633	10.4726	2.2481	4.9613	8.6989	16.4039	14.0413	14.5463
ENSG00000005893	527.6539	1092.5795	344.8888	408.8724	386.0717	253.4142	299.5487	458.2349	545.8672
ENSG00000005961	0.3417	0.5047	0.4323	NA	NA	NA	2.719	1.6548	0.7372
ENSG00000005981	0.7113	1.0657	3.2283	NA	NA	NA	NA	NA	NA
ENSG00000006007	65.2691	55.7285	67.6561	10.847	8.4837	7.2394	42.9718	36.6434	38.0613
ENSG00000006015	57.1344	69.7088	59.8942	24.035	34.6768	37.4519	9.3099	12.8572	34.135
ENSG00000006016	8.2726	16.4139	11.144	NA	NA	NA	1.3057	1.8348	3.1187
ENSG00000006025	3.1485	3.5628	3.0076	0.1127	0.1157	0.1898	0.4971	0.6448	1.5202
ENSG00000006042	22.4543	46.3949	12.091	1.9911	5.2149	6.4	24.3538	39.1409	48.2049
ENSG00000006047	1.5557	1.033	0.607	0.1598	0.2908	0.5319	178.4217	156.9152	16.386
ENSG00000006059	NA	NA	NA	NA	NA	NA	0.1201	0.3038	0.111
ENSG00000006062	2.4237	1.5635	2.298	0.6767	0.6631	1.8432	3.4374	3.0568	1.9291
ENSG00000006071	12.0121	6.5298	13.4819	NA	NA	NA	NA	NA	NA
ENSG00000006116	69.7022	48.0581	98.0344	NA	NA	NA	0.0513	0.3461	0
ENSG00000006118	38.2236	50.1941	39.0369	0.4396	0	0.1009	4.3538	3.9646	10.0712
ENSG00000006125	226.787	191.4383	218.0378	14.2122	22.0737	18.0243	86.3736	122.6928	99.3857
ENSG00000006128	184.1585	79.2123	206.3932	NA	NA	NA	1.9953	1.8927	0.6918
ENSG00000006194	4.3824	3.4976	5.2182	0.9379	1.4681	1.155	5.4203	5.3524	6.5467
ENSG00000006210	142.534	120.677	124.532	7.3632	21.21	10.934	5.3361	4.3618	31.9756
ENSG00000006282	13.353	5.2623	12.6144	NA	NA	NA	52.1492	71.6576	19.993
ENSG00000006283	5.5536	2.4183	5.1709	NA	NA	NA	0.2732	0.096	0.3579
ENSG00000006327	NA	NA	NA	13.7947	7.5988	27.2433	2.993	1.4721	73.1038
ENSG00000006377	3.8178	3.5822	3.8514	NA	NA	NA	3.4189	2.1387	0.5608
ENSG00000006432	5.6046	3.6947	7.2399	0.0949	0.0177	0.1743	5.6126	2.7152	1.6844
ENSG00000006451	105.4484	86.3032	111.1869	13.0302	13.4883	17.0446	44.9552	42.9887	42.2175
ENSG00000006453	0.7995	0.3555	0.5529	10.2514	7.9886	16.2928	24.7614	22.9066	10.3933
ENSG00000006459	8.6489	7.2994	11.1275	2.1627	2.4012	5.2566	27.089	21.5196	10.5024
ENSG00000006468	62.323	38.0268	48.9482	1.348	2.1651	1.5801	17.9255	19.1425	20.0168
ENSG00000006530	52.8199	44.754	72.4796	6.859	8.9553	7.8345	39.5912	36.9683	37.4212
ENSG00000006534	0.6682	1.4412	1.1566	1.1242	1.2394	1.1454	1.6407	5.1383	8.8855
ENSG00000006555	0.2317	0.4334	0.1296	0.665	0.9453	0.4933	0.0948	0.1599	0.263
ENSG00000006576	10.398	6.9356	9.922	1.5204	1.5171	2.0586	21.3921	20.248	19.4987
ENSG00000006606	0	0	0	NA	NA	NA	5.4609	32.95	50.0184
ENSG00000006607	15.9328	9.3598	11.3641	1.7551	3.4281	2.8303	24.2678	16.5559	14.369
ENSG00000006611	2.7699	8.5583	0.8012	0.4218	0.3248	0.2058	0	0.2972	0.2444
ENSG00000006625	NA	NA	NA	9.4884	12.57	10.7686	NA	NA	NA
ENSG00000006634	2.2889	0.5008	2.1516	0.2596	0.2059	0.4172	60.429	57.3702	10.1708
ENSG00000006638	0.1152	0.4914	0.1431	1.9072	0.7832	1.3234	0.3299	0.1589	0.9586
ENSG00000006652	16.7107	15.9073	17.6449	0.5806	2.0952	3.1105	54.9458	54.7508	15.9823
ENSG00000006695	4.6693	4.0119	6.7083	1.412	2.041	1.915	5.5501	6.1573	5.9081
ENSG00000006704	3.5353	3.7561	3.6337	0.2015	0.7179	1.2448	4.4433	3.5728	5.8373
ENSG00000006712	69.6736	75.2993	72.621	9.2083	19.8882	19.5059	172.9695	110.7413	58.2402
ENSG00000006715	108.5279	64.782	73.3001	3.5128	7.6961	8.214	51.3477	43.4378	33.6787
ENSG00000006740	23.7818	16.0501	23.0528	0.2573	0.048	0.0394	2.9438	2.0864	1.9723
ENSG00000006744	19.7675	23.0798	22.5917	10.4544	16.5847	13.8594	32.0517	35.421	54.8838
ENSG00000006747	NA	NA	NA	NA	NA	NA	13.0319	7.3155	2.3012
ENSG00000006756	3.7347	4.6623	2.0306	10.297	10.307	19.1224	5.4716	2.4775	12.9286
ENSG00000006757	8.1621	7.9855	10.3696	5.2235	9.0961	15.5776	7.5954	9.5792	9.2653
ENSG00000006788	NA	NA	NA	NA	NA	NA	0.5156	0.5313	0.6091
ENSG00000006831	59.8489	116.8501	32.8209	28.9335	52.7179	30.3954	96.309	96.2144	97.0653
ENSG00000006837	4.1916	4.4995	4.1124	0.09	0.6551	0.7026	17.0869	19.893	2.5783
ENSG00000007001	0.1737	0.2994	0.4049	NA	NA	NA	0.4632	0.3905	0
ENSG00000007038	NA	NA	NA	0.0568	0.0636	0.1826	131.9422	102.3344	32.4609
ENSG00000007047	20.5177	12.0869	18.6661	0.7939	2.7322	0.9247	23.7476	16.5737	18.7322
ENSG00000007062	3.1564	0.9609	2.9846	1.6522	1.2498	0.7054	3.4633	5.2088	6.5429
ENSG00000007080	61.3088	78.1282	56.0447	16.207	23.2528	18.2915	39.2274	40.5195	67.7884
ENSG00000007129	0.4927	0.6307	0.3674	0.762	0.1707	0.5599	0.6086	1.4462	0.972
ENSG00000007168	658.4813	473.4821	607.8463	14.5443	23.618	28.4087	198.8445	176.2365	125.498
ENSG00000007171	1.4687	1.6025	3.5518	0	0.0471	0.0643	0.2162	0	0
ENSG00000007174	3.9615	3.413	5.1539	NA	NA	NA	5.9551	5.2393	0.442
ENSG00000007202	14.3802	10.4958	14.9555	1.7866	1.9242	2.1528	20.1273	12.1776	9.3116
ENSG00000007216	NA	NA	NA	0	0	0.3433	NA	NA	NA
ENSG00000007237	305.9844	365.3472	422.222	NA	NA	NA	45.8759	52.3495	38.3191
ENSG00000007255	11.3836	18.158	10.398	9.5523	17.4541	25.0868	24.4113	28.124	34.1146
ENSG00000007264	6.0826	6.629	7.4622	0.2296	0.2732	0.0659	0.4149	0.1345	0.3836
ENSG00000007306	NA	NA	NA	NA	NA	NA	0.1078	0	0.0997
ENSG00000007312	0.5167	0.5088	0.0535	8.3313	2.1205	1.681	0.6358	0.067	3.3066
ENSG00000007314	NA	NA	NA	NA	NA	NA	2.3362	0.9153	0.0218
ENSG00000007341	5.7313	10.5641	10.0215	3.2653	2.7072	3.1266	33.1381	38.5999	22.8009
ENSG00000007350	0.4633	0.9124	0	0	0	0.2349	472.024	400.8494	375.8482
ENSG00000007372	5.2578	9.6994	8.2522	NA	NA	NA	1.6864	1.0664	0.3189
ENSG00000007376	11.339	6.713	7.96	0.9316	2.6605	1.2834	3.056	4.1051	6.4173
ENSG00000007384	1.9365	1.6162	0.7563	0.9198	0.6009	0.4849	1.7329	1.4448	7.4415
ENSG00000007392	60.4017	32.2873	57.417	2.4033	4.3063	2.5995	67.363	50.2119	47.7593
ENSG00000007402	17.1607	15.7955	17.3385	0	0.4329	0.2029	13.5762	13.1554	11.6616
ENSG00000007516	69.4817	66.214	66.595	1.5226	2.5319	3.8136	9.6072	9.458	8.9459
ENSG00000007520	17.2972	23.7609	15.8075	4.9845	11.3389	6.0369	8.591	9.8138	16.6553
ENSG00000007541	11.8497	11.7466	10.8203	2.3332	3.8036	2.4004	6.9293	4.3195	7.257
ENSG00000007545	NA	NA	NA	0.3329	0.4114	0.6853	NA	NA	NA
ENSG00000007866	0.8177	0.5964	0.5081	1.0813	1.6797	2.1302	5.0032	5.0033	20.7274
ENSG00000007908	NA	NA	NA	1.4702	0.4802	0.225	1.4809	0.2629	6.1977
ENSG00000007923	40.3931	38.4024	40.2862	8.5917	12.4793	13.079	54.8316	52.0651	37.0193
ENSG00000007933	3.1675	2.9973	1.572	215.168	767.5996	530.546	NA	NA	NA
ENSG00000007944	19.6298	10.1451	16.2541	2.1249	2.343	1.6062	28.3166	20.5958	28.4334
ENSG00000007952	0	0	0	NA	NA	NA	0.0888	0.0749	0.0821
ENSG00000007968	NA	NA	NA	NA	NA	NA	12.9697	16.5704	4.5275
ENSG00000008018	210.9521	253.8616	245.5976	130.9168	247.6863	219.0796	325.7824	354.9479	492.3695
ENSG00000008056	344.3018	367.5739	365.4526	NA	NA	NA	0.9494	2.3398	4.794
ENSG00000008083	6.343	4.7024	6.1293	0.6117	0.7993	1.4357	26.0277	20.2572	16.4082
ENSG00000008086	68.151	48.767	68.6184	0.7401	1.8649	0.9516	19.3256	11.4949	8.8543
ENSG00000008118	68.5717	72.8876	120.6015	NA	NA	NA	0.1428	0.1204	1.915
ENSG00000008128	1.9106	2.3973	2.3954	0.7417	1.071	0.9769	15.3402	0.7526	4.28
ENSG00000008130	12.1119	11.5767	9.3617	19.7985	18.7754	13.3599	21.9425	32.6288	39.0001
ENSG00000008196	NA	NA	NA	NA	NA	NA	0.633	0.2076	0.065
ENSG00000008197	0.4536	0	0.6107	NA	NA	NA	NA	NA	NA
ENSG00000008226	0.1645	0.324	0.115	0	0	0	17.9982	8.2061	2.2919
ENSG00000008256	14.621	12.6454	20.4108	0.458	0.6412	0.8763	33.7211	17.5308	17.463
ENSG00000008277	85.6357	58.9033	88.109	NA	NA	NA	3.452	1.6892	1.8523
ENSG00000008282	102.8972	171.2765	61.6813	73.6279	66.2226	52.993	386.658	469.3275	210.7788
ENSG00000008283	32.3312	32.1955	32.0883	5.7856	3.4989	2.1785	3.86	5.9125	8.4466
ENSG00000008294	58.7431	50.2082	55.8788	4.7373	12.6143	17.0649	93.3605	96.6151	50.1056
ENSG00000008300	2.6338	1.3457	2.5032	NA	NA	NA	2.9459	1.539	1.1266
ENSG00000008311	4.8575	10.7158	4.3151	12.9598	39.7279	112.1168	16.5793	13.6102	12.9038
ENSG00000008323	NA	NA	NA	0.1375	0.2824	0.2526	0.2826	0.3706	0.1742
ENSG00000008324	20.6539	30.0046	32.5054	13.0844	14.758	23.7756	16.0042	24.7097	31.9012
ENSG00000008382	9.1803	6.6046	6.6688	2.1109	5.8405	4.2764	3.1281	2.2971	3.1721
ENSG00000008394	80.4995	167.9427	87.8907	2220.2391	1923.6683	2018.3107	52.5853	139.2333	190.2544
ENSG00000008405	10.7079	11.23	16.2917	1.4406	3.2127	5.4289	65.9807	59.1246	14.6067
ENSG00000008438	0	0	0	0.074	0.0414	0.102	0	0.1388	0.0761
ENSG00000008441	99.159	138.9778	100.136	4.872	15.6561	9.1826	22.6694	28.883	97.6874
ENSG00000008513	10.3781	5.1856	8.9512	10.0477	13.0959	28.1345	8.6528	5.2512	10.0664
ENSG00000008516	0	0.1503	0	0.1657	0.0464	0.0761	NA	NA	NA
ENSG00000008517	6.9776	7.1659	6.4337	498.8754	153.2586	21.9622	19.5574	69.6479	146.8836
ENSG00000008710	2.2586	1.4232	2.0022	0.1421	0.1478	1.3614	2.9059	1.6442	3.9949
ENSG00000008735	91.2823	72.9846	81.1572	NA	NA	NA	11.1421	8.4169	10.9016
ENSG00000008838	25.3891	28.3235	25.555	3.2078	5.146	4.5518	42.6306	34.4626	25.6524
ENSG00000008853	35.7695	18.3778	39.0369	0.4352	0.2437	0.5496	10.5334	8.2616	7.0625
ENSG00000008869	25.1672	16.5851	25.5839	0.9922	2.2577	3.7158	21.0945	18.9271	23.5047
ENSG00000008952	195.4005	258.6426	238.2185	120.8664	159.3817	174.9723	219.9574	226.0206	202.1741
ENSG00000008988	101.2997	90.0139	109.2214	63.0091	60.4593	52.5764	81.5139	119.0083	61.3217
ENSG00000009307	256.2802	215.859	245.9908	42.4255	82.0283	92.2126	183.162	336.3073	178.0008
ENSG00000009335	27.5063	17.2361	25.6716	3.2683	5.2268	5.0274	32.6335	30.7053	19.5945
ENSG00000009413	4.3525	1.4825	3.9781	0.1627	0.353	0.4669	5.378	3.2202	2.8466
ENSG00000009694	12.5479	5.5662	9.205	0.1774	0.3642	0.2661	0.6707	0.8385	0.4063
ENSG00000009709	1.5487	1.2841	1.6714	NA	NA	NA	NA	NA	NA
ENSG00000009724	0	0.4246	0	137.7545	118.7998	86.1767	0.1329	0.056	0.3072
ENSG00000009765	NA	NA	NA	14.6301	47.5201	42.7784	NA	NA	NA
ENSG00000009780	17.7924	19.2497	14.226	1.7515	4.2941	6.9775	25.9499	28.3592	22.6793
ENSG00000009790	0.8612	1.4368	0.5351	0.4754	0.3697	0.279	1.4174	0.747	3.9317
ENSG00000009830	1.7758	2.9591	2.9284	0.796	0.8262	0.6597	11.8049	9.0907	14.917
ENSG00000009844	132.3069	131.6243	144.9769	19.7868	35.8633	28.4535	92.3246	114.1469	80.9349
ENSG00000009950	3.8547	3.8564	3.3042	8.2727	21.994	20.8383	6.6331	2.2275	3.1104
ENSG00000009954	41.7416	36.8332	42.3394	3.951	9.0988	11.7928	55.475	41.1274	59.4034
ENSG00000010017	64.8671	49.4433	65.552	3.9545	6.8779	9.2629	113.0182	140.4559	48.9528
ENSG00000010030	1.1062	1.3615	1.0955	0.3053	1.3678	0.1052	0.0772	0.2604	2.7838
ENSG00000010072	8.2464	13.6388	8.6909	2.3816	3.9682	4.081	78.0827	71.3868	26.2167
ENSG00000010165	13.4502	10.8288	14.3123	2.916	4.1287	5.0977	29.5291	22.3589	21.5638
ENSG00000010219	10.3409	6.7381	10.8432	1.4539	5.4276	4.5622	35.1815	27.1017	14.5412
ENSG00000010244	84.0583	85.6557	89.4122	15.9052	28.9286	19.7602	215.9645	214.1788	199.7118
ENSG00000010256	227.9985	241.8483	212.5856	89.752	156.1343	127.6076	179.4114	180.7407	169.2812
ENSG00000010270	50.9334	55.9626	59.2138	5.6458	3.0224	2.3646	38.1501	30.305	19.0083
ENSG00000010278	181.6404	487.2065	132.9678	32.4066	27.2014	74.3753	127.4675	228.276	219.2249
ENSG00000010282	79.8835	115.0356	46.258	NA	NA	NA	1.7138	0.3905	0.3855
ENSG00000010292	4.8694	7.7901	3.8188	0.5042	0.6007	0.7143	26.8043	22.4343	16.6683
ENSG00000010295	17.0521	15.152	19.2371	0.7811	1.8661	1.9248	9.6693	8.5433	17.1311
ENSG00000010310	0	0.2143	0.1353	0	0	0	0	0	0
ENSG00000010318	0.7605	0.885	2.0943	0.3435	0.3206	0.8588	321.4829	247.2268	21.739
ENSG00000010319	2.867	0.465	2.122	0.0917	0.154	0.2105	NA	NA	NA
ENSG00000010322	54.4168	61.1743	52.568	1.1722	1.7805	1.884	60.513	43.0447	82.3496
ENSG00000010327	2.3957	9.4449	2.5076	72.0823	18.6016	27.0923	10.3237	9.8006	51.1207
ENSG00000010361	8.5407	10.3954	6.8442	0.7507	1.0399	3.3384	7.2564	7.0476	4.2464
ENSG00000010379	3.022	10.6302	5.0211	0.8517	1.1503	1.7025	1.0217	0.204	0.0497
ENSG00000010404	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000010438	7.9663	11.51	10.2498	2.1511	0.6959	0.439	0.6188	0.7304	0.1144
ENSG00000010539	4.5017	3.2177	4.6621	0.8907	3.0713	1.9159	44.3785	39.1782	22.5225
ENSG00000010610	17.808	31.1312	15.8474	57.0803	50.2646	86.5967	18.3737	20.9595	161.8892
ENSG00000010626	6.4548	7.1033	5.8983	0.2543	0.1899	0.4866	40.9543	54.2001	9.4122
ENSG00000010671	1.389	0.9929	0.9931	1.0142	0.6389	0.6404	1.2688	0.5943	3.9104
ENSG00000010704	1.3621	2.198	1.9749	17.2952	13.8016	9.2271	NA	NA	NA
ENSG00000010803	3.7785	2.2284	3.962	0.1323	0.3582	0.3646	14.2205	6.7472	3.5245
ENSG00000010810	66.6875	75.402	66.8239	4.2005	10.3947	11.9961	35.9197	34.6558	20.8965
ENSG00000010818	33.2957	14.3516	43.1353	0.2264	0.3937	0.5609	2.458	1.6367	3.7061
ENSG00000010932	NA	NA	NA	0.3009	2.3282	0.2512	7.1783	15.7722	35.4354
ENSG00000011007	16.6756	16.7285	17.5144	7.2625	15.623	15.602	32.4675	36.4025	26.2922
ENSG00000011009	16.9046	11.8812	16.7641	9.6151	13.0554	10.5618	8.5253	12.1962	16.7988
ENSG00000011021	52.4556	44.4908	44.6761	1.592	1.858	2.07	23.4387	15.1038	18.8432
