"F0","F0","F0","F0","F4","F4","F4","F4","F4","F4","F4","F4","F4","F13","F13","F13","F13","F17","F17"
343,44,203,25,110738,49
272,16,81,75,218179,94
304,56,69,75,262143,00
261,63,472,50,36288,08
260,01,66,00,258181,08
321,57,177,75,118561,64
247,05,66,75,242555,92
294,03,206,25,93427,77
268,92,135,75,129825,97
247,86,63,75,254803,00
268,92,153,75,114626,83
255,96,73,50,228224,91
107,73,194,25,36345,78
256,77,78,75,213683,98
278,64,72,75,251008,70
272,16,51,00,262143,00
319,14,75,75,262143,00
264,87,175,50,98908,57
453,60,348,75,85238,76
249,48,33,00,262143,00
181,44,187,50,63417,64
266,49,153,00,114147,85
372,60,120,75,202224,61
255,15,63,75,262143,00
207,36,197,25,68894,77
259,20,96,00,176946,53
282,69,175,50,105562,97
1133,19,675,00,110021,42
92,34,195,75,30914,80
269,73,48,75,262143,00
293,22,102,75,187020,84
205,74,185,25,72784,48
267,30,15,75,262143,00
374,22,177,75,137973,48
187,11,206,25,59454,03
276,21,68,25,262143,00
266,49,226,50,77106,49
281,88,93,75,197047,66
251,10,202,50,81264,33
274,59,79,50,226358,02
269,73,99,75,177212,63
259,20,104,25,162943,56
276,21,43,50,262143,00
269,73,72,00,245513,31
200,88,201,75,65253,14
264,87,72,00,241089,64
288,36,64,50,262143,00
315,90,86,25,240031,80
281,07,97,50,188924,45
249,48,55,50,262143,00
248,67,30,75,262143,00
554,85,569,25,63877,93
263,25,54,00,262143,00
264,87,72,75,238604,17
251,91,33,00,262143,00
149,04,204,00,47879,64
299,70,117,75,166803,09
266,49,51,00,262143,00
268,92,73,50,239780,61
292,41,120,00,159694,23
275,40,105,00,171890,91
272,16,66,75,262143,00
331,29,109,50,198277,08
272,97,47,25,262143,00
412,29,615,75,43881,02
310,23,124,50,163302,45
306,99,178,50,112710,47
250,29,57,75,262143,00
312,66,57,75,262143,00
285,93,54,75,262143,00
331,29,249,00,87194,13
409,86,252,75,106272,93
278,64,66,75,262143,00
285,93,42,75,262143,00
257,58,141,00,119721,27
272,97,42,00,262143,00
570,24,215,25,173617,22
268,11,45,00,262143,00
256,77,66,00,254963,84
265,68,72,75,239333,86
167,67,259,50,42344,43
270,54,117,00,151538,83
234,09,215,25,71271,84
264,87,48,75,262143,00
315,09,111,75,184784,42
263,25,27,00,262143,00
252,72,63,75,259799,14
277,02,31,50,262143,00
255,96,71,25,235432,02
323,19,171,00,123862,57
247,86,37,50,262143,00
263,25,207,00,83344,38
264,87,83,25,208509,95
-344,25,-19,50,262143,00
267,30,133,50,131218,77
255,15,44,25,262143,00
247,86,39,00,262143,00
281,07,275,25,66921,46
302,94,103,50,191820,30
256,77,74,25,226634,53
277,83,57,00,262143,00
306,18,83,25,241029,86
269,73,72,75,242982,25
241,38,222,00,71256,84
153,09,207,75,48292,98
142,56,279,75,33396,88
255,96,229,50,73091,63
255,15,92,25,181262,30
260,01,82,50,206544,88
208,17,216,75,62941,54
264,06,0,75,262143,00
255,15,100,50,166382,55
292,41,127,50,150300,45
294,03,69,75,262143,00
285,12,43,50,262143,00
255,15,60,75,262143,00
253,53,225,75,73600,35
251,10,391,50,42033,27
259,20,60,75,262143,00
494,91,357,75,90661,91
302,94,121,50,163402,47
266,49,-15,75,0,00
255,96,134,25,124949,95
296,46,136,50,142335,00
413,10,369,00,73368,07
266,49,112,50,155241,08
277,02,80,25,226226,95
254,34,200,25,83237,77
252,72,64,50,256778,20
285,12,201,75,92617,37
268,11,23,25,262143,00
3816,72,2241,75,111578,73
296,46,85,50,227236,59
271,35,51,75,262143,00
326,43,114,00,187656,44
249,48,51,00,262143,00
-450,36,-19,50,262143,00
248,67,63,75,255635,69
248,67,60,00,262143,00
315,90,246,00,84157,49
298,08,230,25,84842,11
413,91,280,50,96705,54
257,58,73,50,229669,36
467,37,432,75,70778,61
266,49,93,00,187791,63
203,31,198,00,67293,30
258,39,95,25,177782,52
262,44,103,50,166175,86
283,50,201,00,92434,75
259,20,110,25,154075,89
285,12,56,25,262143,00
272,16,104,25,171090,73
996,30,620,25,105269,27
255,15,75,75,220745,16
366,12,189,75,126450,32
267,30,64,50,262143,00
270,54,101,25,175111,53
251,91,57,00,262143,00
245,43,261,00,61626,21
138,51,210,75,43071,68
396,90,412,50,63057,30
314,28,72,00,262143,00
302,13,177,00,111866,20
91,53,181,50,33049,52
266,49,102,00,171221,78
329,67,319,50,67621,82
255,15,77,25,216458,84
67,23,177,75,24787,45
256,77,129,75,129692,59
275,40,179,25,100689,23
143,37,183,75,51133,93
287,55,92,25,204279,72
184,68,200,25,60440,16
387,99,32,25,262143,00
298,89,67,50,262143,00
278,64,175,50,104050,61
276,21,84,75,213588,55
277,02,104,25,174145,92
277,02,114,75,158211,00
391,23,294,00,87209,36
268,92,97,50,180757,69
254,34,58,50,262143,00
224,37,234,00,62838,70
132,84,195,75,44473,92
262,44,121,50,141557,22
969,57,480,75,132171,61
260,82,112,50,151938,09
251,91,47,25,262143,00
256,77,186,75,90107,70
257,58,78,00,216419,20
69,66,177,75,25683,38
170,91,200,25,55933,66
304,56,184,50,108181,94
272,97,87,00,205624,06
269,73,105,00,168351,98
273,78,81,00,221510,83
263,25,108,00,159743,39
248,67,46,50,262143,00
272,16,129,00,138265,19
309,42,135,75,149378,08
268,11,84,00,209176,08
283,50,246,00,75525,95
263,25,24,75,262143,00
305,37,71,25,262143,00
252,72,39,00,262143,00
255,15,54,75,262143,00
