"F0","F0","F0","F0","F4","F4","F4","F4","F4","F4","F4","F4","F4","F13","F13","F13","F13","F17","F17"
130,41,65460,54,130,56
100,44,4497,18,1463,68
5,67,45870,93,8,10
76,14,1357,11,3676,85
192,78,80560,62,156,83
65,61,27899,04,154,12
100,44,2662,20,2472,55
79,38,262143,00,19,84
76,95,18098,37,278,64
-7,29,1366,29,0,00
77,76,10732,95,474,81
98,82,38931,87,166,35
95,58,171984,75,36,42
4,86,16208,31,19,65
63,18,33132,66,124,97
101,25,66947,70,99,11
38,88,78481,35,32,47
40,50,13358,43,198,69
124,74,34525,47,236,78
-62,37,262143,00,0,00
34,83,2858,55,798,52
45,36,6657,54,446,52
-8,91,82945,89,0,00
65,61,29973,21,143,45
76,95,21554,64,233,96
6,48,734,91,577,86
46,17,1339,77,2258,44
85,86,60981,72,92,27
14,58,2788,68,342,64
25,92,20134,80,84,37
40,50,149672,75,17,73
83,43,650,25,8408,53
81,00,648,72,8182,88
91,53,181789,50,33,00
-6,48,92355,90,0,00
22,68,92265,63,16,11
-75,33,913,41,0,00
53,46,81670,38,42,90
20,25,160602,56,8,26
-24,30,113447,97,0,00
55,89,22826,07,160,47
30,78,82040,64,24,59
-11,34,1264,80,0,00
-46,98,84698,25,0,00
-9,72,4902,12,0,00
111,78,730,83,10023,65
42,93,1091,40,2577,84
86,67,38302,53,148,29
79,38,11802,93,440,76
-17,01,19057,17,0,00
-96,39,140804,38,0,00
-33,21,1373,94,0,00
114,21,172159,67,43,48
51,84,39523,98,85,96
62,37,2905,98,1406,57
41,31,140283,14,19,30
-34,02,86122,17,0,00
127,17,12017,64,693,50
-34,02,1048,05,0,00
-12,15,816,51,0,00
15,39,142299,69,7,09
-26,73,17447,61,0,00
103,68,6203,13,1095,37
166,05,151834,14,71,67
-50,22,37613,52,0,00
81,00,61471,83,86,35
25,92,3368,55,504,28
47,79,1942,59,1612,26
35,64,28473,81,82,03
42,93,49916,25,56,36
-114,21,775,71,0,00
-21,87,1055,70,0,00
162,81,21002,82,508,02
174,15,167298,86,68,22
25,11,1752,87,938,80
18,63,95201,70,12,82
55,89,1307,13,2802,16
-15,39,138988,25,0,00
46,17,794,07,3810,48
132,03,2747,37,3149,44
72,90,142015,63,33,64
109,35,40727,07,175,96
58,32,4210,56,907,73
-116,64,1018,98,0,00
-5,67,5923,14,0,00
63,18,135005,16,30,67
16,20,262143,00,4,05
25,11,4477,80,367,50
42,93,778,77,3612,68
122,31,1540,71,5202,59
136,89,3316,02,2705,41
-26,73,262143,00,0,00
82,62,129494,09,41,81
116,64,59976,51,127,45
154,71,1442,28,7029,87
82,62,638,01,8486,64
96,39,1038,87,6080,64
-19,44,100349,64,0,00
-31,59,1013,37,0,00
29,16,221594,48,8,62
-38,88,57354,09,0,00
127,98,262143,00,32,00
-3,24,181889,97,0,00
58,32,47030,67,81,27
77,76,904,23,5635,80
46,98,2722,89,1130,74
-49,41,4510,44,0,00
103,68,50536,92,134,45
19,44,38661,06,32,95
73,71,75904,83,63,64
136,89,161143,17,55,67
81,00,159640,20,33,25
-92,34,16430,16,0,00
76,14,3665,88,1361,17
6,48,42655,38,9,96
72,09,21476,10,219,99
77,76,1202,07,4239,40
81,81,806,82,6645,20
86,67,262143,00,21,67
62,37,734,91,5561,86
14,58,44562,78,21,44
44,55,2063,97,1414,56
46,17,666,06,4542,81
38,07,1384,14,1802,52
74,52,145855,92,33,48
3,24,98845,65,2,15
51,03,758,37,4409,84
-40,50,685,95,0,00
45,36,198267,09,14,99
42,12,55729,23,49,53
-8,10,817,02,0,00
122,31,258652,11,30,99
-38,07,771,12,0,00
-6,48,9464,58,0,00
79,38,4790,94,1085,85
127,17,157159,56,53,03
-22,68,10844,64,0,00
68,85,20028,72,225,28
62,37,808,35,5056,55
52,65,150662,16,22,90
59,13,87175,83,44,45
27,54,10963,47,164,62
-13,77,2515,32,0,00
17,01,36522,12,30,52
225,18,829,77,17784,86
-99,63,21452,13,0,00
32,40,164505,59,12,91
28,35,23229,48,79,98
98,82,1137,30,5694,40
63,18,14295,30,289,64
648,81,262143,00,162,20
7,29,6341,34,75,34
26,73,77962,17,22,47
52,65,99269,46,34,76
62,37,1283,67,3184,20
112,59,17477,19,422,19
6,48,2805,00,151,40
6,48,770,10,551,45
81,81,232317,75,23,08
165,24,2834,58,3820,36
-49,41,2569,89,0,00
-18,63,4966,89,0,00
59,94,22959,18,171,10
120,69,262143,00,30,17
-54,27,6638,16,0,00
63,18,32873,07,125,96
-8,10,1203,09,0,00
8,10,34906,44,15,21
-4,05,43651,41,0,00
114,21,62567,82,119,63
64,80,39285,30,108,10
-70,47,9321,27,0,00
76,14,32617,05,152,98
128,79,23953,68,352,36
14,58,2180,76,438,16
112,59,3377,73,2184,51
71,28,63365,97,73,72
138,51,147213,53,61,66
-27,54,50683,29,0,00
11,34,14287,14,52,02
109,35,45264,03,158,32
57,51,822,63,4581,60
-0,81,1023,57,0,00
109,35,1900,26,3771,24
217,08,213135,63,66,75
29,97,2951,88,665,37
5,67,25511,22,14,57
2,43,7358,28,21,64
-125,55,16521,96,0,00
63,99,40733,70,102,95
42,93,59494,05,47,29
47,79,22718,97,137,86
6,48,693,60,612,27
55,89,4992,39,733,68
25,11,17827,05,92,31
72,09,10967,04,430,79
-8,91,128726,04,0,00
41,31,262143,00,10,33
-34,02,3216,06,0,00
-17,82,19625,31,0,00
35,64,987,36,2365,60
85,86,8565,45,656,93
53,46,262143,00,13,36
45,36,1404,54,2116,49
43,74,60875,13,47,09
92,34,154502,45,39,17
61,56,981,75,4109,38
74,52,44633,67,109,42
-18,63,1323,96,0,00
0,00,7059,93,0,00
-2,43,34993,65,0,00
94,77,4729,23,1313,28
